feature	nonzero_folds	mean_coef	mean_abs_coef
DNase_gene_z_std	5	0.00262600906692946	0.00262600906692946
H3K4me1_tss_kurtosis_rank	5	-0.0025645976461208	0.0025645976461208
H3K27me3_H3K36me3_interaction_rank	5	-0.0024290909327527805	0.0024290909327527805
H3K27me3_tss_autocorr_rank	5	0.0020055815000192398	0.0020055815000192398
H3K36me3_tss_autocorr_rank	5	-0.00200380762694808	0.00200380762694808
H3K9me3_ratio_mean_rank	5	0.0018883581067632399	0.0018883581067632399
promoter_entropy_rank	5	-0.0017300792116696003	0.0017300792116696003
H3K4me3_tss_autocorr	5	0.0014918344213350199	0.0014918344213350199
DNase_tss_slope	5	0.00148181090535298	0.00148181090535298
H3K4me1_tss_slope_rank	5	-0.0014239826043845201	0.0014239826043845201
H3K9me3_ratio_std	5	-0.00132054638404396	0.00132054638404396
H3K27ac_ratio_mean_rank	5	0.00131351471117482	0.00131351471117482
H3K4me1_gene_z_std	5	0.0012620156217044401	0.0012620156217044401
H3K9me3_tss_slope_rank	5	-0.00122215856404444	0.00122215856404444
DNase_ratio_mean	5	0.0010402137634582015	0.0010696837878742785
DNase_gene_skewness	5	0.00094338992975824	0.00094338992975824
H3K36me3_gene_slope_rank	5	-0.0008997576141062188	0.0008997576141062188
H3K9me3_ratio_mean	5	-0.0008906143388890701	0.0008906143388890701
H3K4me1_axis_sum_rank	5	0.0005603356130605541	0.0005603356130605541
H3K4me3_ratio_mean	5	0.00051106711188806	0.00051106711188806
promoter_entropy	5	-0.00030694212247737117	0.00030694212247737117
H3K36me3_ratio_mean	5	0.00011902503480813247	0.00014153928836503467
H3K27ac_tss_z_mean_rank	4	0.004472698825047141	0.004472698825047141
H3K27me3_gene_entropy	4	0.00289788040816184	0.00289788040816184
H3K27ac_H3K27me3_interaction_rank	4	-0.0023221060906208	0.0023221060906208
H3K4me1_promoter_body_delta	4	-0.00192788359069274	0.00192788359069274
H3K27ac_H3K36me3_interaction_rank	4	-0.0018374828245885997	0.0018374828245885997
DNase_tss_z_min	4	-0.0017857449662011201	0.0017857449662011201
DNase_H3K4me1_interaction	4	0.00178392072697578	0.00178392072697578
H3K27me3_promoter_body_delta	4	0.0017824876166084801	0.0017824876166084801
gene_length	4	-0.00167533828524716	0.00167533828524716
DNase_H3K4me1_interaction_rank	4	0.00152632844995598	0.00152632844995598
H3K9me3_tss_kurtosis	4	0.0013118501927738598	0.0013118501927738598
H3K27ac_promoter_body_delta	4	0.0013082735090878001	0.0013082735090878001
H3K4me3_tss_z_min	4	0.0012858606847736514	0.0012858606847736514
H3K27me3_H3K4me1_interaction_rank	4	-0.00108124944308396	0.00108124944308396
H3K9me3_tss_skewness	4	-0.00103408560924724	0.00103408560924724
H3K27me3_tss_kurtosis	4	0.0008761625552207872	0.0008761625552207872
H3K27ac_tss_entropy	4	0.0008587706462094601	0.0008587706462094601
H3K27me3_tss_slope	4	0.0008499940204804004	0.0008499940204804004
DNase_tss_slope_rank	4	0.0007906822852673399	0.0007906822852673399
H3K27ac_H3K36me3_interaction	4	-0.00075370807436486	0.00075370807436486
H3K4me3_H3K27me3_interaction	4	-0.00073171822174512	0.00073171822174512
H3K36me3_ratio_mean_rank	4	-0.0007094567936732001	0.0007094567936732001
H3K4me3_tss_slope_rank	4	-0.0007086141345681799	0.0007086141345681799
H3K36me3_tss_skewness	4	-0.00060733453387798	0.00060733453387798
H3K27ac_H3K27me3_interaction	4	0.00054660709207458	0.00054660709207458
H3K36me3_tss_kurtosis	4	0.00046458946072355995	0.00046458946072355995
DNase_gene_z_min	4	0.000432974759796	0.000432974759796
DNase_ratio_std	4	-0.00038046146476368003	0.00038046146476368003
H3K9me3_promoter_body_delta_rank	4	-0.0003263573482906563	0.0003263573482906563
H3K9me3_gene_autocorr	4	-0.00031782714373891077	0.00031782714373891077
H3K27me3_H3K9me3_interaction	4	0.00023860355722284278	0.00023860355722284278
DNase_gene_autocorr	4	-0.00023319762627850606	0.00023319762627850606
H3K9me3_tss_autocorr_rank	4	0.00022229032755553287	0.00022229032755553287
H3K27ac_tss_kurtosis	4	-3.8213445791959995e-05	0.0001834350705716
activation_index_rank	3	0.00573938701069496	0.00573938701069496
H3K4me3_promoter_body_delta_rank	3	0.0032997123076078604	0.0032997123076078604
H3K4me3_tss_kurtosis_rank	3	0.00122226535601568	0.00122226535601568
H3K4me3_gene_skewness	3	-0.0010390620884762	0.0010390620884762
H3K4me1_tss_entropy_rank	3	-0.0009960674637198399	0.0009960674637198399
H3K4me3_gene_kurtosis	3	-0.0007455623892357599	0.0007455623892357599
H3K4me1_H3K9me3_interaction	3	-0.00073402289613552	0.00073402289613552
H3K36me3_gene_autocorr_rank	3	0.00060200867425284	0.00060200867425284
H3K4me1_gene_slope	3	-0.0005273115400455601	0.0005273115400455601
H3K4me1_gene_z_min_rank	3	-0.00050635027826276	0.00050635027826276
H3K36me3_H3K9me3_interaction	3	-0.00047044367084086004	0.00047044367084086004
H3K27me3_promoter_body_delta_rank	3	0.00046465817288654	0.00046465817288654
H3K27ac_tss_entropy_rank	3	-0.00037271359958406577	0.00037271359958406577
DNase_gene_slope	3	0.00033998116475616	0.00033998116475616
H3K9me3_gene_z_mean_rank	3	0.00030651668899838	0.00030651668899838
H3K27me3_tss_z_min	3	0.00028429328379513997	0.00028429328379513997
H3K27me3_tss_entropy	3	-0.00027946663690935997	0.00027946663690935997
H3K4me1_gene_kurtosis	3	0.00027375096528772303	0.00027375096528772303
H3K27ac_H3K9me3_interaction	3	-0.00026779981690700004	0.00026779981690700004
H3K27ac_ratio_std	3	-0.00024135265013643415	0.00024135265013643415
H3K27ac_tss_skewness	3	0.00023908150446420596	0.00023908150446420596
H3K36me3_ratio_std	3	-0.00021941805146120003	0.00021941805146120003
H3K27me3_tss_skewness	3	-0.00014172677225223303	0.00014172677225223303
H3K9me3_gene_skewness_rank	2	-0.0007097496411905	0.0007097496411905
DNase_H3K27ac_interaction	2	-0.0006692658123464	0.0006692658123464
H3K9me3_tss_autocorr	2	-0.0006339209800616801	0.0006339209800616801
H3K4me3_gene_z_min	2	0.0004674777482502199	0.00061766147475322
H3K4me3_H3K36me3_interaction	2	-0.00054338533604964	0.00054338533604964
H3K27ac_tss_slope	2	-0.0004953274066843601	0.0004953274066843601
DNase_tss_kurtosis	2	0.00044021399899151994	0.00044021399899151994
H3K27ac_gene_skewness	2	0.00043758660549342006	0.00043758660549342006
H3K27me3_H3K36me3_interaction	2	0.00032623264219351996	0.00032623264219351996
H3K27me3_gene_slope_rank	2	-0.00027967090769299996	0.00027967090769299996
H3K36me3_gene_slope	2	-0.0002771584628404521	0.0002771584628404521
H3K4me1_tss_z_min	2	-0.0002680051908742479	0.0002680051908742479
DNase_tss_z_min_rank	2	-0.00022486346432351996	0.00022486346432351996
H3K4me1_tss_skewness	2	-0.00021612903121906	0.00021612903121906
H3K9me3_gene_skewness	2	0.00020866887272437997	0.00020866887272437997
H3K4me1_gene_skewness_rank	2	-0.00020473937049084	0.00020473937049084
H3K36me3_tss_kurtosis_rank	2	-0.00018623034785762	0.00018623034785762
H3K27ac_gene_slope_rank	2	0.00017487927330099999	0.00017487927330099999
H3K27me3_tss_slope_rank	2	0.00017417919171123998	0.00017417919171123998
H3K4me3_ratio_std	2	0.00016359959446516	0.00016359959446516
DNase_gene_slope_rank	2	0.00014415419565998	0.00014415419565998
H3K27me3_ratio_mean	2	-7.726326879840004e-06	0.00011782404948775999
H3K36me3_tss_autocorr	2	-8.433221651729924e-05	8.433221651729924e-05
H3K36me3_gene_kurtosis_rank	2	6.652138873565854e-05	6.652138873565854e-05
H3K4me3_tss_slope	2	-2.0030909746097224e-05	2.394518482950278e-05
H3K36me3_H3K9me3_interaction_rank	2	2.009359399409482e-05	2.009359399409482e-05
H3K27me3_ratio_std	2	1.0045714438950697e-05	1.0045714438950697e-05
H3K4me3_promoter_body_delta	1	-0.0013664575058302	0.0013664575058302
H3K4me3_H3K36me3_interaction_rank	1	-0.00105603970844324	0.00105603970844324
tss_length_rank	1	-0.00040239608359159997	0.00040239608359159997
H3K36me3_ratio_std_rank	1	-0.00035190992417292	0.00035190992417292
H3K9me3_tss_kurtosis_rank	1	0.00032061586787368	0.00032061586787368
H3K27me3_H3K4me1_interaction	1	0.00027962816645586	0.00027962816645586
H3K9me3_tss_z_std_rank	1	-0.00025624665846136	0.00025624665846136
H3K27me3_gene_skewness_rank	1	-0.00017028440761306002	0.00017028440761306002
H3K4me1_axis_sum	1	0.00016214558222935998	0.00016214558222935998
H3K27me3_gene_z_min	1	-0.00012994855883162	0.00012994855883162
H3K9me3_promoter_body_delta	1	0.00012278473539306	0.00012278473539306
H3K4me3_gene_slope	1	0.00011945858230526	0.00011945858230526
H3K27ac_tss_z_min_rank	1	0.00010551585823704	0.00010551585823704
H3K27me3_gene_slope	1	0.0001047215659663	0.0001047215659663
H3K27me3_gene_kurtosis	1	-8.237203770532e-05	8.237203770532e-05
H3K27ac_tss_slope_rank	1	8.231154090418e-05	8.231154090418e-05
H3K27ac_gene_z_min_rank	1	8.125665421246e-05	8.125665421246e-05
H3K9me3_axis_sum	1	-7.508669443304e-05	7.508669443304e-05
H3K27ac_ratio_mean	1	7.403131360400001e-05	7.403131360400001e-05
H3K27ac_gene_z_std_rank	1	5.9002611793799996e-05	5.9002611793799996e-05
H3K27ac_gene_slope	1	5.8975101070379995e-05	5.8975101070379995e-05
H3K4me1_gene_slope_rank	1	4.9976832220940006e-05	4.9976832220940006e-05
H3K4me3_gene_slope_rank	1	3.05108236022e-05	3.05108236022e-05
H3K4me1_tss_autocorr_rank	1	-2.483544154072e-05	2.483544154072e-05
H3K9me3_gene_slope_rank	1	-2.054069711946e-05	2.054069711946e-05
H3K27me3_H3K9me3_interaction_rank	1	-1.6274676003303103e-05	1.6274676003303103e-05
H3K9me3_gene_slope	1	1.2720285026551835e-05	1.2720285026551835e-05
H3K27me3_axis_sum	1	-9.210971539270493e-06	9.210971539270493e-06
DNase_H3K27ac_interaction_rank	0	0.0	0.0
DNase_H3K27me3_interaction_rank	0	0.0	0.0
DNase_H3K36me3_interaction_rank	0	0.0	0.0
DNase_H3K9me3_interaction	0	0.0	0.0
DNase_H3K9me3_interaction_rank	0	0.0	0.0
DNase_gene_kurtosis	0	0.0	0.0
DNase_gene_z_min_rank	0	0.0	0.0
DNase_gene_z_std_rank	0	0.0	0.0
DNase_promoter_body_delta_rank	0	0.0	0.0
DNase_tss_kurtosis_rank	0	0.0	0.0
H3K27ac_H3K4me1_interaction	0	0.0	0.0
H3K27ac_H3K4me3_interaction	0	0.0	0.0
H3K27ac_H3K9me3_interaction_rank	0	0.0	0.0
H3K27ac_gene_autocorr	0	0.0	0.0
H3K27ac_gene_kurtosis	0	0.0	0.0
H3K27ac_gene_z_mean_rank	0	0.0	0.0
H3K27ac_gene_z_std	0	0.0	0.0
H3K27ac_promoter_body_delta_rank	0	0.0	0.0
H3K27ac_ratio_std_rank	0	0.0	0.0
H3K27ac_tss_autocorr	0	0.0	0.0
H3K27ac_tss_autocorr_rank	0	0.0	0.0
H3K27ac_tss_kurtosis_rank	0	0.0	0.0
H3K27ac_tss_skewness_rank	0	0.0	0.0
H3K27ac_tss_z_min	0	0.0	0.0
H3K27me3_axis_sum_rank	0	0.0	0.0
H3K27me3_gene_autocorr	0	0.0	0.0
H3K27me3_gene_autocorr_rank	0	0.0	0.0
H3K27me3_gene_entropy_rank	0	0.0	0.0
H3K27me3_gene_kurtosis_rank	0	0.0	0.0
H3K27me3_gene_skewness	0	0.0	0.0
H3K27me3_gene_z_mean_rank	0	0.0	0.0
H3K27me3_ratio_std_rank	0	0.0	0.0
H3K27me3_tss_autocorr	0	0.0	0.0
H3K27me3_tss_skewness_rank	0	0.0	0.0
H3K27me3_tss_z_mean_rank	0	0.0	0.0
H3K36me3_gene_autocorr	0	0.0	0.0
H3K36me3_gene_kurtosis	0	0.0	0.0
H3K36me3_gene_skewness	0	0.0	0.0
H3K36me3_gene_skewness_rank	0	0.0	0.0
H3K36me3_gene_z_min	0	0.0	0.0
H3K36me3_gene_z_min_rank	0	0.0	0.0
H3K36me3_promoter_body_delta	0	0.0	0.0
H3K36me3_promoter_body_delta_rank	0	0.0	0.0
H3K36me3_tss_entropy	0	0.0	0.0
H3K36me3_tss_entropy_rank	0	0.0	0.0
H3K36me3_tss_skewness_rank	0	0.0	0.0
H3K36me3_tss_slope	0	0.0	0.0
H3K36me3_tss_slope_rank	0	0.0	0.0
H3K36me3_tss_z_min_rank	0	0.0	0.0
H3K36me3_tss_z_std_rank	0	0.0	0.0
H3K4me1_H3K9me3_interaction_rank	0	0.0	0.0
H3K4me1_gene_autocorr	0	0.0	0.0
H3K4me1_gene_autocorr_rank	0	0.0	0.0
H3K4me1_gene_kurtosis_rank	0	0.0	0.0
H3K4me1_gene_skewness	0	0.0	0.0
H3K4me1_gene_z_min	0	0.0	0.0
H3K4me1_gene_z_std_rank	0	0.0	0.0
H3K4me1_promoter_body_delta_rank	0	0.0	0.0
H3K4me1_tss_autocorr	0	0.0	0.0
H3K4me1_tss_entropy	0	0.0	0.0
H3K4me1_tss_kurtosis	0	0.0	0.0
H3K4me1_tss_slope	0	0.0	0.0
H3K4me1_tss_z_mean_rank	0	0.0	0.0
H3K4me3_H3K4me1_interaction_rank	0	0.0	0.0
H3K4me3_H3K9me3_interaction_rank	0	0.0	0.0
H3K4me3_axis_sum_rank	0	0.0	0.0
H3K4me3_gene_autocorr	0	0.0	0.0
H3K4me3_gene_entropy	0	0.0	0.0
H3K4me3_tss_autocorr_rank	0	0.0	0.0
H3K4me3_tss_kurtosis	0	0.0	0.0
H3K4me3_tss_skewness_rank	0	0.0	0.0
H3K9me3_axis_sum_rank	0	0.0	0.0
H3K9me3_gene_kurtosis	0	0.0	0.0
H3K9me3_gene_kurtosis_rank	0	0.0	0.0
H3K9me3_gene_z_min	0	0.0	0.0
H3K9me3_gene_z_min_rank	0	0.0	0.0
H3K9me3_gene_z_std	0	0.0	0.0
H3K9me3_gene_z_std_rank	0	0.0	0.0
H3K9me3_ratio_std_rank	0	0.0	0.0
H3K9me3_tss_entropy	0	0.0	0.0
H3K9me3_tss_entropy_rank	0	0.0	0.0
H3K9me3_tss_skewness_rank	0	0.0	0.0
H3K9me3_tss_slope	0	0.0	0.0
H3K9me3_tss_z_mean	0	0.0	0.0
H3K9me3_tss_z_mean_rank	0	0.0	0.0
H3K9me3_tss_z_min	0	0.0	0.0
H3K9me3_tss_z_std	0	0.0	0.0
promoter_variability	0	0.0	0.0
promoter_variability_rank	0	0.0	0.0
repression_index	0	0.0	0.0
repression_index_rank	0	0.0	0.0
