gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
PIK3C3	chr18	41955234	42087830	42064694	42064744	+	0.0
SIGLEC15	chr18	45825675	45844094	45838521	45838571	+	0.0
TRAPPC8	chr18	31829197	31953136	31833356	31833406	-	0.0
RALBP1	chr18	9475009	9538114	9475621	9475671	+	17.2992788699496
DTNA	chr18	34493291	34891844	34493409	34493459	+	0.0
CYB5A	chr18	74250846	74291973	74261631	74261681	-	0.0
RPL17	chr18	49488453	49492508	49492458	49492508	-	167.56273727642798
RBFA	chr18	80034389	80050651	80034388	80034438	+	41.3260550782129
CDH20	chr18	61333430	61555779	61334272	61334322	+	0.0
ANKRD62	chr18	12093843	12129764	12102705	12102755	+	0.0
SEC11C	chr18	59139866	59158832	59139883	59139933	+	143.007371991583
TTC39C	chr18	23992773	24135610	24014419	24014469	+	2.59489183049244
MC4R	chr18	60371062	60372775	60372725	60372775	-	0.0
NAPG	chr18	10525905	10552764	10526411	10526461	+	5.38199787065099
SLC35G4	chr18	11609596	11610612	11609595	11609645	+	0.0
ZNF397	chr18	35241030	35267133	35241029	35241079	+	98.46172890146308
AFG3L2	chr18	12328944	12377227	12377264	12377314	-	8.553532330141751
ZNF516	chr18	76357682	76495242	76490729	76490779	-	0.0
IMPACT	chr18	24426634	24453531	24426615	24426665	+	0.0
ZNF519	chr18	14057457	14132490	14106389	14106439	-	0.0
CDH2	chr18	27932879	28177946	28036535	28036585	-	0.0
CLUL1	chr18	596988	650334	598390	598440	+	0.0
RAB12	chr18	8609437	8639383	8632858	8632908	+	1.05717815316359
MBP	chr18	76978827	77133683	77017005	77017055	-	0.480535524165267
PSMG2	chr18	12658043	12725740	12658192	12658242	+	0.0
HMSD	chr18	63949301	63981774	63954438	63954488	+	0.0
HSBP1L1	chr18	79964582	79970822	79970042	79970092	+	0.0
ZNF407	chr18	74597870	75065671	74631019	74631069	+	0.480535524165267
CEP192	chr18	12991362	13125052	13059181	13059231	+	0.0
DLGAP1	chr18	3496032	4455307	4151240	4151290	-	0.0
TYMS	chr18	657653	673578	667720	667752	+	0.0
DSG4	chr18	31376777	31414912	31376776	31376826	+	0.0
CELF4	chr18	37243040	37565827	37273015	37273043	-	0.0
MIB1	chr18	21704957	21870953	21741319	21741369	+	1.05717815316359
CNDP1	chr18	74534500	74587212	74534502	74534552	+	0.0
ALPK2	chr18	58481247	58629091	58578974	58579024	-	33.349165377069504
RMC1	chr18	23503470	23531822	23503508	23503558	+	32.1958801190729
