gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
PRDM15	chr21	41798225	41879482	41819733	41819783	-	0.0
TFF1	chr21	42362282	42366535	42366544	42366594	-	0.0
CCT8	chr21	29055805	29073797	29063418	29063468	-	4.03649840298824
KRTAP6-2	chr21	30598590	30598902	30598852	30598902	-	0.0
UBE2G2	chr21	44768580	44801826	44801776	44801826	-	289.666813966823
ERG	chr21	38380027	38661780	38661657	38661694	-	0.0
AGPAT3	chr21	43865223	43987592	43903890	43903940	+	0.0
CBR1	chr21	36069941	36073166	36070014	36070064	+	10.1873531123037
CLDN14	chr21	36460621	36576569	36576519	36576569	-	0.0
TMEM50B	chr21	33432485	33479974	33448914	33448964	-	2.59489183049244
KRTAP21-3	chr21	30718525	30718777	30718727	30718777	-	0.0
SIM2	chr21	36699115	36749917	36699132	36699182	+	0.0
KRTAP12-1	chr21	44681576	44682163	44682113	44682163	-	0.0
KRTAP20-1	chr21	30616425	30616699	30616424	30616474	+	0.0
OLIG1	chr21	33070141	33072413	33070143	33070193	+	0.0
KRTAP13-3	chr21	30425265	30425968	30425918	30425968	-	0.0
DYRK1A	chr21	37365573	37526358	37366933	37366983	+	4.90146234648572
KRTAP13-1	chr21	30396031	30396822	30396073	30396123	+	0.0
IGSF5	chr21	39745183	39802081	39751171	39751221	+	0.0
CHAF1B	chr21	36385392	36419015	36385377	36385427	+	170.109575554504
UBASH3A	chr21	42403447	42447684	42403880	42403930	+	0.0
MIS18A	chr21	32268228	32279049	32270528	32270578	-	0.0
AIRE	chr21	44285838	44298648	44285845	44285895	+	0.0
KRTAP21-1	chr21	30755015	30755428	30755378	30755428	-	0.0
TIAM1	chr21	31118416	31559977	31558927	31558977	-	0.0
CXADR	chr21	17513043	17593579	17513045	17513095	+	0.480535524165267
ETS2	chr21	38805183	38824955	38805950	38806000	+	0.0
COL6A1	chr21	45981770	46005050	45981736	45981786	+	0.0
ICOSLG	chr21	44217014	44240966	44240803	44240840	-	0.0
OLIG2	chr21	33025935	33029196	33025934	33025984	+	0.0
PKNOX1	chr21	42974510	43033931	42974534	42974584	+	9.41849627363922
KRTAP10-7	chr21	44600597	44602174	44600596	44600646	+	0.0
PCP4	chr21	39867438	39929397	39867450	39867500	+	0.0
CYYR1	chr21	26466209	26573286	26573126	26573176	-	0.0
LIPI	chr21	14108813	14210955	14210841	14210891	-	2.1143563063271698
IFNAR2	chr21	33205282	33265675	33230181	33230216	+	0.480535524165267
KRTAP19-8	chr21	31038159	31038476	31038426	31038476	-	0.0
CFAP410	chr21	44328944	44339402	44338288	44338338	-	0.0
KRTAP20-3	chr21	30642864	30643136	30642863	30642913	+	0.0
PCNT	chr21	46324141	46445769	46348238	46348288	+	0.0
KCNJ15	chr21	38155549	38307357	38256874	38256924	+	0.0
CFAP298	chr21	32592079	32612603	32604150	32604200	-	0.0
CFAP298-TCP10L	chr21	32402511	32612865	32612104	32612146	-	1.63382078216191
MRPS6	chr21	34073224	34143034	34073223	34073268	+	2.59489183049244
KRTAP7-1	chr21	30829039	30829759	30829709	30829759	-	0.0
LTN1	chr21	28928144	28992956	28959812	28959862	-	0.0
KRTAP19-4	chr21	30496824	30497165	30497083	30497133	-	0.0
KCNJ6	chr21	37607373	38121345	37916396	37916446	-	0.0
KRTAP24-1	chr21	30281309	30282950	30282908	30282958	-	0.0
GABPA	chr21	25734570	25772460	25735388	25735438	+	34.454397082649606
PSMG1	chr21	39174769	39183488	39183335	39183385	-	1.05717815316359
TFF3	chr21	42311667	42315409	42313636	42313686	-	0.480535524165267
BACH1	chr21	29194071	29630751	29305202	29305252	+	0.0
KRTAP19-5	chr21	30501657	30502141	30502067	30502117	-	0.0
TTC3	chr21	37073226	37203112	37159518	37159568	+	1.05717815316359
KRTAP10-2	chr21	44550357	44551505	44551455	44551505	-	0.0
TMPRSS2	chr21	41464300	41531116	41531048	41531098	-	0.0
SYNJ1	chr21	32628759	32728040	32727990	32728040	-	5.86253339481625
CBR3	chr21	36135079	36146562	36134911	36134961	+	0.0
SOD1	chr21	31659666	31668931	31659665	31659715	+	4273.594630611379
C21orf62	chr21	32793564	32813728	32813693	32813743	-	0.0
KRTAP22-2	chr21	30590105	30590397	30590347	30590397	-	0.0
KRTAP19-7	chr21	30560875	30561314	30561264	30561314	-	0.0
KRTAP25-1	chr21	30289145	30289514	30289464	30289514	-	0.0
RRP1B	chr21	43659560	43696079	43686131	43686181	+	0.0
IFNAR1	chr21	33324429	33359864	33324972	33325022	+	62.9021001132334
SH3BGR	chr21	39445855	39515506	39462533	39462560	+	0.0
KRTAP10-1	chr21	44538981	44540195	44540145	44540195	-	0.0
KRTAP10-12	chr21	44697172	44698044	44697171	44697221	+	0.0
CRYAA	chr21	43169008	43172805	43169086	43169136	+	0.0
KRTAP26-1	chr21	30319124	30320315	30320266	30320316	-	0.0
ITGB2	chr21	44885953	44931989	44910638	44910688	-	0.480535524165267
DNAJC28	chr21	33495087	33501278	33491670	33491720	-	5.38199787065099
S100B	chr21	46598604	46605208	46605158	46605208	-	0.0
TFF2	chr21	42346357	42350997	42350944	42350994	-	0.0
KRTAP10-11	chr21	44646414	44647650	44646413	44646463	+	0.0
KRTAP10-4	chr21	44573729	44575371	44573728	44573778	+	0.0
RSPH1	chr21	42472486	42496246	42496196	42496246	-	1.63382078216191
CSTB	chr21	43772511	43776330	43776256	43776306	-	51.9939437146818
VPS26C	chr21	37223420	37267919	37267869	37267919	-	1.05717815316359
PRMT2	chr21	46635595	46665124	46643285	46643335	+	3.07542735465771
USP16	chr21	29024629	29054488	29024650	29024700	+	120.422202355816
C2CD2	chr21	41885112	41954018	41953469	41953519	-	0.480535524165267
HUNK	chr21	31873020	32044633	31974177	31974227	+	0.0
RUNX1	chr21	34787801	36004667	34888640	34888690	-	0.0
RIPK4	chr21	41739369	41767089	41767056	41767106	-	0.0
PIGP	chr21	37062846	37073170	37072761	37072811	-	0.0
RWDD2B	chr21	29004384	29019360	29019302	29019352	-	76.74152320919309
ATP5PF	chr21	25716503	25735673	25734854	25734904	-	218.980038362112
JAM2	chr21	25639258	25717562	25712018	25712068	+	0.0
SPATC1L	chr21	46161148	46184476	46184426	46184476	-	181.161892610306
RCAN1	chr21	34513142	34615113	34615092	34615142	-	1.63382078216191
ITSN1	chr21	33642400	33899861	33642497	33642547	+	4.03649840298824
RBM11	chr21	14216130	14228372	14224374	14224424	+	0.0
BTG3	chr21	17604145	17612947	17605083	17605133	-	0.0
KRTAP10-10	chr21	44637356	44638455	44637355	44637405	+	0.0
TRAPPC10	chr21	44012309	44106552	44012318	44012368	+	15.0888154587894
KRTAP10-5	chr21	44579455	44580604	44580554	44580604	-	0.0
MRPL39	chr21	25585656	25607517	25607467	25607517	-	106.967207679188
KRTAP23-1	chr21	30348399	30348606	30348559	30348609	-	0.0
KRTAP11-1	chr21	30880644	30881580	30881505	30881555	-	0.0
MX2	chr21	41361999	41409393	41361998	41362048	+	86.06391237799922
KRTAP19-6	chr21	30541535	30541864	30541814	30541864	-	0.0
SON	chr21	33543038	33577481	33572212	33572262	+	1.63382078216191
GET1	chr21	39377698	39428528	39387764	39387814	+	5.38199787065099
RIPPLY3	chr21	37006150	37019662	37006149	37006199	+	0.0
MORC3	chr21	36320189	36386148	36361835	36361885	+	0.0
SLC5A3	chr21	34073578	34106260	34073569	34073619	+	193.17528071443692
TRPM2	chr21	44350163	44443081	44425555	44425605	+	0.0
GART	chr21	33503931	33543491	33542811	33542861	-	123.113201291141
PDE9A	chr21	42653621	42775509	42686196	42686246	+	0.0
ATP5PO	chr21	33903453	33915814	33907362	33907412	-	8.16910391080953
LCA5L	chr21	39405728	39445805	39445755	39445805	-	0.480535524165267
KRTAP12-3	chr21	44657932	44658341	44657931	44657981	+	0.0
PCBP3	chr21	45643694	45942454	45858936	45858986	+	0.0
UMODL1	chr21	42062959	42143453	42127677	42127727	+	0.0
SLC37A1	chr21	42496008	42581440	42496007	42496057	+	0.0
MCM3AP	chr21	46235133	46286297	46272573	46272623	-	3.07542735465771
MX1	chr21	41420020	41470071	41426204	41426254	+	998.74503342509
WDR4	chr21	42843094	42879568	42879518	42879568	-	81.5949320032623
TMPRSS3	chr21	42371887	42396091	42383701	42383751	-	0.0
SCAF4	chr21	31671000	31732118	31731918	31731968	-	13.0705662572953
KRTAP20-4	chr21	30620627	30620850	30620626	30620676	+	0.0
SLX9	chr21	44940012	44976989	44958245	44958295	+	0.0
NDUFV3	chr21	42879644	42913304	42893267	42893317	+	170.878432393169
KRTAP6-1	chr21	30613431	30613930	30613880	30613930	-	0.0
LRRC3	chr21	44455510	44462196	44455485	44455535	+	0.0
BRWD1	chr21	39184176	39321559	39200446	39200496	-	0.0
KRTAP13-4	chr21	30430230	30431026	30430229	30430279	+	0.0
URB1	chr21	32311018	32393012	32335580	32335630	-	0.0
KRTAP19-3	chr21	30491462	30492013	30491907	30491957	-	0.0
B3GALT5	chr21	39556442	39673137	39556441	39556491	+	0.0
KRTAP10-8	chr21	44612079	44612954	44612078	44612128	+	0.0
NRIP1	chr21	14961235	15065936	15064950	15065000	-	8.553532330141751
HSPA13	chr21	14371115	14383484	14383137	14383187	-	28.928238554749
DSCAM	chr21	40010999	40847158	40369220	40369270	-	0.0
