gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
HMX1	chr4	8827806	8853569	8871572	8871622	-	0.0
OCIAD2	chr4	48885019	48906937	48897803	48897848	-	0.480535524165267
RRH	chr4	109827972	109849123	109827993	109828043	+	0.0
SMARCA5	chr4	143513702	143557486	143547431	143547481	+	4.90146234648572
CPLX1	chr4	784957	826129	826045	826092	-	0.0
SLC9B2	chr4	103019868	103085829	103076286	103076336	-	30.9464877562432
EPGN	chr4	74308470	74316789	74308473	74308523	+	0.0
FGF2	chr4	122826708	122898236	122826830	122826880	+	0.480535524165267
ART3	chr4	76011184	76112802	76107215	76107265	+	0.0
EXOC1	chr4	55853648	55905086	55853738	55853788	+	33.8297009012348
USP17L29	chr4	9353638	9355230	9353637	9353687	+	0.0
THAP9	chr4	82900684	82919969	82900702	82900752	+	11.3406383703003
STX18	chr4	4415742	4542346	4541978	4542028	-	151.56090432172502
CLNK	chr4	10486395	10684768	10517415	10517465	-	0.0
EVC	chr4	5711201	5814305	5711196	5711246	+	197.211779117425
FGFBP2	chr4	15960245	15969309	15963186	15963236	-	2.1143563063271698
ATP5ME	chr4	672436	674330	673771	673821	-	0.0
PLRG1	chr4	154535005	154550400	154550385	154550435	-	532.913896299281
SNX25	chr4	185204237	185370185	185353057	185353107	+	0.0
TMEM150C	chr4	82483170	82562357	82562307	82562357	-	0.0
GALNTL6	chr4	171812254	173041559	171812253	171812303	+	0.0
ABCG2	chr4	88090150	88231628	88158621	88158671	-	0.0
STBD1	chr4	76306733	76311130	76306025	76306075	+	0.0
USP38	chr4	143184917	143223874	143184916	143184966	+	59.2019765771608
AGA	chr4	177430774	177442437	177442359	177442409	-	58.0486913191642
AFAP1	chr4	7758714	7939926	7872032	7872082	-	0.0
GSX2	chr4	54099523	54102498	54100172	54100222	+	0.0
MAPK10	chr4	85990007	86594625	86358462	86358512	-	0.0
HERC5	chr4	88457119	88506163	88473012	88473062	+	0.0
SH3RF1	chr4	169094259	169270956	169269907	169269957	-	0.480535524165267
G3BP2	chr4	75641849	75724589	75724420	75724470	-	32.8686298529042
DDX60	chr4	168216291	168318883	168318754	168318804	-	26.5255609339227
FGFR3	chr4	1793293	1808872	1793311	1793361	+	0.0
KCTD8	chr4	44173903	44448809	44447563	44447613	-	0.0
TBC1D1	chr4	37891084	38139175	38110180	38110230	+	0.0
LGI2	chr4	24998847	25030946	25030615	25030665	-	0.0
USP17L17	chr4	9243879	9245471	9243878	9243928	+	0.0
QDPR	chr4	17460261	17512206	17512039	17512089	-	10.1873531123037
USP17L25	chr4	9329911	9331503	9329910	9329960	+	0.0
STPG2	chr4	97184093	98143476	97893153	97893203	-	0.0
CISD2	chr4	102868974	102892807	102869053	102869103	+	7.111925757645951
DGKQ	chr4	958887	986895	973272	973322	-	0.480535524165267
PYURF	chr4	88520998	88523776	88523763	88523813	-	467.7532792224701
NDNF	chr4	121035613	121073021	121038934	121038984	-	0.0
FAM47E	chr4	76214040	76283783	76214103	76214153	+	0.0
NKX6-1	chr4	84491985	84499292	84496900	84496950	-	0.0
PGM2	chr4	37826660	37862937	37847039	37847089	+	0.0
ZNF718	chr4	124501	202303	124537	124587	+	0.480535524165267
UBE2K	chr4	39698109	39782792	39698108	39698158	+	207.303025124896
C4orf19	chr4	37453925	37623495	37584232	37584282	+	0.0
UGT2A3	chr4	68810840	68834168	68951311	68951361	-	0.0
GPR78	chr4	8558725	8619761	8580236	8580286	+	0.0
TLR1	chr4	38790677	38856817	38804769	38804819	-	32.8686298529042
ZFYVE28	chr4	2269582	2418651	2418601	2418651	-	1.05717815316359
TRIM61	chr4	164954446	164977668	164977618	164977668	-	53.2433360775115
SEL1L3	chr4	25747433	25863760	25862938	25862988	-	0.0
OTUD4	chr4	145110838	145180589	145171669	145171711	-	0.0
DHX15	chr4	24517441	24584554	24532901	24532951	-	1.05717815316359
SNCA	chr4	89700345	89838315	89835630	89835680	-	0.0
DCUN1D4	chr4	51843000	51916837	51884910	51884959	+	0.0
TXK	chr4	48066393	48134250	48114495	48114545	-	0.0
CXCL1	chr4	73869393	73871308	73869392	73869442	+	0.0
SULT1B1	chr4	69721167	69787961	69760662	69760712	-	0.0
TADA2B	chr4	7041899	7057952	7052823	7052873	+	0.0
WDR1	chr4	10074339	10116949	10092969	10093019	-	0.0
KDR	chr4	55078481	55125595	55125243	55125293	-	0.0
CCDC96	chr4	7040849	7043001	7042889	7042939	-	0.0
HMGB2	chr4	173331376	173334432	173334341	173334391	-	1018.5430970207
CTBP1	chr4	1211445	1249953	1214412	1214462	-	3.07542735465771
GUCY1A1	chr4	155666726	155737059	155666962	155667012	+	5.86253339481625
CXCL9	chr4	76001275	76007509	76007438	76007488	-	0.0
RNF150	chr4	140859807	141212877	141132792	141132842	-	7.111925757645951
PGRMC2	chr4	128269237	128288829	128273011	128273061	-	0.0
PRSS12	chr4	118280038	118353003	118352953	118353003	-	0.0
RBM46	chr4	154781213	154828813	154781816	154781866	+	0.0
HELQ	chr4	83407343	83455855	83455806	83455856	-	35.1752003688975
MEPE	chr4	87821398	87846814	87832986	87833014	+	0.0
NWD2	chr4	37244743	37449463	37244219	37244269	+	0.0
USP17L20	chr4	9258124	9259716	9258123	9258173	+	0.0
TBC1D14	chr4	6909242	7033118	6909443	6909493	+	4.03649840298824
GATB	chr4	151670504	151761007	151724430	151724480	-	0.0
MUC7	chr4	70430492	70482997	70472196	70472246	+	0.0
CRMP1	chr4	5748084	5893086	5887763	5887813	-	0.0
TLR6	chr4	38823715	38856817	38856767	38856817	-	21.1435630632717
SH3D19	chr4	151102751	151325605	151120761	151120811	-	0.0
FGFBP1	chr4	15935577	15938740	15938690	15938740	-	0.0
COL25A1	chr4	108808725	109302752	108832642	108832692	-	0.0
F11	chr4	186266189	186289681	186285637	186285687	+	0.0
NPY2R	chr4	155208636	155217078	155208628	155208678	+	0.0
NIPAL1	chr4	47914142	48040173	48016771	48016821	+	2.59489183049244
EIF4E	chr4	98879276	98929133	98929094	98929133	-	315.279357404831
SLC10A4	chr4	48483343	48489526	48483342	48483392	+	0.0
POLN	chr4	2071918	2242121	2242071	2242121	-	26.813882248421898
DCHS2	chr4	154238835	154498892	154391247	154391297	-	0.0
UNC5C	chr4	95162504	95549206	95335582	95335632	-	0.0
SCRG1	chr4	173384701	173406380	173406330	173406380	-	0.0
WDR17	chr4	176065841	176182818	176065980	176066030	+	0.0
ETFDH	chr4	158671968	158710742	158672315	158672365	+	63.286528532565605
GK3P	chr4	165277812	165279679	165279595	165279645	-	0.0
MTTP	chr4	99564081	99623997	99564080	99564130	+	0.0
ATOH1	chr4	93828753	93830964	93828752	93828802	+	0.0
HADH	chr4	107989714	108035241	107989854	107989904	+	60.5474760448236
CASP6	chr4	109688622	109703583	109697729	109697779	-	0.0
KLHL2	chr4	165207561	165323156	165220000	165220050	+	0.0
HELT	chr4	185018490	185020953	185018840	185018890	+	0.0
UVSSA	chr4	1345691	1395989	1366076	1366126	+	0.0
CASP3	chr4	184627696	184649509	184649459	184649509	-	6.24696181414847
PDGFC	chr4	156760454	156971799	156970915	156970965	-	0.0
LAMTOR3	chr4	99878336	99894428	99894378	99894428	-	80.6338609549317
DCAF16	chr4	17800655	17810758	17810708	17810758	-	436.61457725656095
FREM3	chr4	143577302	143700675	143700625	143700675	-	0.0
FSTL5	chr4	161383897	162164004	162163985	162164035	-	0.0
C4orf47	chr4	185426249	185449826	185426248	185426298	+	6.63139023348068
TRMT44	chr4	8436140	8493531	8436139	8436189	+	0.480535524165267
SLC25A4	chr4	185143266	185150382	185143240	185143290	+	25.18006146626
HERC6	chr4	88378739	88443097	88379063	88379113	+	12.3017094186308
COPS4	chr4	83034447	83075818	83035170	83035220	+	73.0413996731205
SCARB2	chr4	76158737	76234536	76213553	76213603	-	5.38199787065099
ANAPC4	chr4	25377263	25418498	25415151	25415201	+	0.0
HPGD	chr4	174490175	174523154	174523104	174523154	-	0.0
LRPAP1	chr4	3503612	3532446	3532372	3532422	-	186.59194403337293
CCNG2	chr4	77157207	77433388	77157203	77157253	+	6.63139023348068
PDS5A	chr4	39822863	39977956	39874350	39874400	-	2.1143563063271698
TMEM33	chr4	41935129	41960803	41935383	41935433	+	4.51703392715351
ADAM29	chr4	174829668	174978180	174918405	174918455	+	0.0
ADD1	chr4	2843844	2930076	2914704	2914754	+	0.0
CCDC158	chr4	76312997	76421868	76407273	76407323	-	0.0
SLC7A11	chr4	138164097	138242349	138242299	138242349	-	11.3406383703003
MMAA	chr4	145599042	145660033	145618984	145619034	+	0.0
GRXCR1	chr4	42892713	43030658	42893266	42893316	+	0.0
ENPP6	chr4	184088706	184221230	184221180	184221230	-	0.0
CXCL5	chr4	73995642	73998677	73998729	73998779	-	0.0
FRAS1	chr4	78057323	78544269	78057569	78057619	+	14.3199586201249
AFF1	chr4	86935002	87141039	86936409	86936459	+	1.05717815316359
SPARCL1	chr4	87473335	87531061	87531011	87531061	-	0.0
MSMO1	chr4	165327667	165343164	165327926	165327976	+	2.59489183049244
CFAP97	chr4	185159665	185209504	185203951	185204001	-	116.097382638328
CORIN	chr4	47593999	47838106	47837899	47837949	-	0.0
BBS12	chr4	122732702	122744942	122732701	122732751	+	1.05717815316359
COX7B2	chr4	46734827	46909245	46909181	46909231	-	0.0
USP17L27	chr4	9344148	9345740	9344147	9344197	+	0.0
AASDH	chr4	56338287	56387508	56387458	56387508	-	92.4550348493973
BEND4	chr4	42110853	42152878	42152828	42152878	-	0.0
ANTXR2	chr4	79901146	80125454	80072650	80072700	-	0.0
APBB2	chr4	40810027	41216714	41214568	41214618	-	46.4197316343648
PARM1	chr4	74933095	75050115	74933094	74933144	+	66.12168812514071
CWH43	chr4	48986275	49062081	49003608	49003658	+	0.0
BMP2K	chr4	78776342	78916365	78776341	78776391	+	33.349165377069504
USO1	chr4	75724577	75814286	75724597	75724647	+	24.1228833130964
IL21	chr4	122610108	122621066	122621007	122621057	-	0.0
C4orf46	chr4	158666675	158672255	158672205	158672255	-	2.1143563063271698
AP1AR	chr4	112231740	112273110	112231824	112231874	+	5.38199787065099
USP46	chr4	52590960	52659301	52659248	52659298	-	30.658166441744
CLGN	chr4	140388453	140427661	140427611	140427661	-	0.480535524165267
ZNF721	chr4	425815	499156	474092	474142	-	48.5340879406919
ADH4	chr4	99123657	99157792	99144247	99144297	-	0.0
AFP	chr4	73431138	73456174	73436246	73436296	+	0.0
PSAPL1	chr4	7430285	7434930	7434895	7434945	-	0.0
TACR3	chr4	103586031	103719985	103719766	103719816	-	0.0
GLRA3	chr4	174636920	174829247	174713723	174713773	-	0.0
UBE2D3	chr4	102794383	102868896	102825730	102825780	-	0.0
USP17L12	chr4	9220152	9221744	9220151	9220201	+	0.0
NOCT	chr4	139015781	139045939	139015795	139015845	+	2.1143563063271698
SMAD1	chr4	145481194	145559176	145482497	145482547	+	0.0
EXOSC9	chr4	121801318	121817021	121801322	121801372	+	86.4002872449149
OSTC	chr4	108650585	108667820	108650584	108650634	+	720.707179143067
AFM	chr4	73481745	73504001	73495114	73495164	+	0.0
MND1	chr4	153344649	153415118	153344680	153344730	+	29.312666974081303
LIN54	chr4	82909973	83012926	83010773	83010823	-	2.59489183049244
RNF175	chr4	153710160	153760024	153759960	153760010	-	0.0
FHIP1A	chr4	151409176	151670503	151409215	151409265	+	0.480535524165267
HERC3	chr4	88592434	88708541	88593377	88593427	+	6.63139023348068
RPS3A	chr4	151099624	151104642	151099623	151099673	+	1.63382078216191
SFRP2	chr4	153780591	153789083	153789070	153789120	-	0.0
FAM47E-STBD1	chr4	76251721	76311129	76251720	76251770	+	0.0
UGT2B4	chr4	69480165	69526014	69495858	69495908	-	0.0
SMIM20	chr4	25861830	25929813	25861829	25861879	+	0.0
SMIM43	chr4	121758881	121765427	121765377	121765427	-	0.0
HHIP	chr4	144646156	144745271	144648179	144648229	+	0.0
METTL14	chr4	118685392	118715433	118685367	118685417	+	559.055028813871
SPATA5	chr4	122923070	123319433	122923073	122923123	+	108.60102846135
ENAM	chr4	70628744	70646824	70628743	70628793	+	0.0
TSPAN5	chr4	98470367	98658611	98658244	98658294	-	1.05717815316359
PALLD	chr4	168497052	168928457	168894640	168894677	+	0.0
LIAS	chr4	39459004	39485109	39459065	39459115	+	15.7615651926207
GUCY1B1	chr4	155758992	155807811	155759058	155759108	+	99.5669606070432
MTHFD2L	chr4	74114174	74303099	74125437	74125487	+	0.0
UTP3	chr4	70688532	70690551	70688478	70688528	+	313.213054650921
H2AZ1	chr4	99948086	99950355	99950249	99950299	-	871.403119521294
OPRPN	chr4	70397931	70410195	70397930	70397980	+	0.0
MANBA	chr4	102630770	102760994	102760944	102760994	-	97.06817588138392
PI4K2B	chr4	25160663	25279204	25233974	25234024	+	92.4550348493973
CFI	chr4	109740694	109801999	109746242	109746292	-	0.0
ANXA5	chr4	121667946	121696995	121696945	121696995	-	1205.18309460649
MOB1B	chr4	70902326	71022449	70902346	70902396	+	8.553532330141751
KLKB1	chr4	186208979	186258471	186251031	186251081	+	0.0
HSD17B13	chr4	87303789	87322886	87322836	87322886	-	0.0
TRPC3	chr4	121874481	121952060	121950824	121950874	-	0.0
TACC3	chr4	1712858	1745171	1723109	1723159	+	0.0
RGS12	chr4	3293021	3439913	3370185	3370235	+	0.0
C4orf48	chr4	2041995	2043964	2042049	2042099	+	4.51703392715351
LCORL	chr4	17841199	18021876	18021707	18021757	-	169.62904003033898
SDAD1	chr4	75940950	75990962	75957324	75957371	-	1.05717815316359
ADH6	chr4	99202638	99219537	99219196	99219246	-	0.0
NMU	chr4	55595229	55636698	55636248	55636298	-	0.0
KCNIP4	chr4	20728606	21948772	20850729	20850779	-	0.0
USP17L11	chr4	9215405	9216997	9215404	9215454	+	0.0
ACSL1	chr4	184755595	184826818	184812209	184812259	-	0.0
FRYL	chr4	48497357	48780322	48564934	48564984	-	0.0
LYAR	chr4	4267701	4290154	4289988	4290038	-	0.0
CHRNA9	chr4	40335333	40355217	40349586	40349636	+	0.0
MSANTD1	chr4	3244369	3271738	3249158	3249208	+	0.0
C4orf3	chr4	119296419	119304445	119304395	119304445	-	0.0
FAT4	chr4	125314918	125492932	125393935	125393985	+	0.0
GNPDA2	chr4	44682200	44726588	44726545	44726595	-	45.3144999287846
FDCSP	chr4	70226124	70235252	70226070	70226120	+	0.0
GYPA	chr4	144109303	144140751	144140622	144140672	-	0.0
SOWAHB	chr4	76894152	76898144	76898097	76898147	-	0.0
YTHDC1	chr4	68310387	68350089	68350039	68350089	-	107.928278727519
PDLIM5	chr4	94451857	94668227	94455266	94455316	+	1.05717815316359
TMEM184C	chr4	147617386	147672044	147617382	147617432	+	45.3144999287846
TBCK	chr4	106041599	106316683	106316654	106316704	-	0.0
UGT2B15	chr4	68646597	68670652	68670568	68670618	-	0.0
TNIP2	chr4	2741648	2756342	2746108	2746158	-	1.63382078216191
SORCS2	chr4	7192538	7742836	7381897	7381947	+	0.0
ZGRF1	chr4	112539333	112636995	112636860	112636910	-	54.3485677830916
SMARCAD1	chr4	94207611	94291292	94207610	94207660	+	91.1095353817345
FAM200B	chr4	15681662	15690447	15681728	15681778	+	62.3735110366516
NKX1-1	chr4	1402932	1406442	1406281	1406331	-	0.0
CSN2	chr4	69955256	69961007	69960957	69961007	-	0.0
SMR3B	chr4	70370093	70390244	70370092	70370142	+	0.0
RHOH	chr4	40191053	40246967	40200343	40200393	+	28.063274611251604
C4orf50	chr4	5897373	6200555	5989768	5989818	-	0.0
CXCL6	chr4	73836640	73849064	73837186	73837236	+	0.0
FAM53A	chr4	1617915	1684313	1655358	1655408	-	0.0
CCDC149	chr4	24806117	24980204	24912904	24912954	-	0.0
LNX1	chr4	53459301	53701405	53652463	53652513	-	0.0
ARFIP1	chr4	152779937	152918463	152779938	152779988	+	141.757979628754
ANKRD50	chr4	124664048	124712732	124712682	124712732	-	0.0
RBPJ	chr4	26163455	26435131	26343139	26343189	+	0.0
PF4	chr4	73980811	73982027	73982074	73982124	-	0.0
HS3ST1	chr4	11393150	11429564	11429514	11429564	-	0.0
CNOT6L	chr4	77713387	77819615	77742430	77742472	-	0.0
MAN2B2	chr4	6575189	6623362	6617447	6617492	+	0.0
USP17L18	chr4	9248630	9250222	9248629	9248679	+	0.0
TLR10	chr4	38772238	38782990	38782940	38782990	-	196.154600964262
DCTD	chr4	182890060	182917936	182917427	182917477	-	4.03649840298824
USP17L21	chr4	9262872	9264464	9262871	9262921	+	0.0
GRIA2	chr4	157204182	157366075	157341428	157341462	+	0.0
NEK1	chr4	169369704	169612632	169612579	169612629	-	97.2603900910499
ZNF518B	chr4	10439880	10457426	10457360	10457410	-	58.913655262661706
NAP1L5	chr4	88695913	88697829	88698185	88698235	-	0.0
SPP1	chr4	87975667	87983532	87975666	87975716	+	0.480535524165267
TIGD4	chr4	152769354	152779730	152779714	152779764	-	1.63382078216191
BLOC1S4	chr4	6716174	6717664	6716054	6716104	+	5.38199787065099
ABLIM2	chr4	7965310	8158832	8158782	8158832	-	0.0
EXOC1L	chr4	55819790	55837489	55820002	55820052	+	0.0
ING2	chr4	183505058	183512429	183506081	183506131	+	11.3406383703003
MRFAP1L1	chr4	6707701	6709865	6709830	6709880	-	940.50412789626
TBC1D9	chr4	140620782	140756385	140661913	140661963	-	0.0
THAP6	chr4	75513946	75550473	75514437	75514487	+	42.3832332313765
ALB	chr4	73397114	73421482	73404254	73404304	+	0.0
PPID	chr4	158709127	158723396	158710771	158710821	-	0.0
CEP135	chr4	55948871	56033361	55948944	55948994	+	13.8394230959597
EVC2	chr4	5542772	5709548	5708517	5708567	-	6.24696181414847
SLC10A6	chr4	86823468	86849384	86849213	86849263	-	0.0
PRR27	chr4	70133616	70176799	70154242	70154292	+	0.0
DNAJB14	chr4	99896248	99946618	99930484	99930534	-	7.111925757645951
CCSER1	chr4	90127394	91605295	90127534	90127584	+	0.480535524165267
IBSP	chr4	87799554	87812435	87799580	87799630	+	0.0
LRIT3	chr4	109848107	109872315	109851329	109851379	+	0.0
TMEM165	chr4	55395957	55453397	55417690	55417740	+	0.0
MXD4	chr4	2247432	2262109	2255184	2255234	-	0.0
NDST3	chr4	118033618	118258634	118033617	118033667	+	0.0
HTT	chr4	3041363	3243957	3228712	3228745	+	0.0
STOX2	chr4	183797692	184023526	183853430	183853480	+	2.1143563063271698
MSX1	chr4	4859665	4863936	4859665	4859715	+	0.0
SPRY1	chr4	123396795	123403760	123396794	123396844	+	4.03649840298824
UGT2B11	chr4	69199951	69214748	69205643	69205693	-	0.0
UGDH	chr4	39498755	39528311	39527548	39527598	-	254.01107807376
SLC10A7	chr4	146253975	146522372	146521667	146521717	-	3.07542735465771
SAP30	chr4	173369969	173377532	173369968	173370018	+	0.480535524165267
GPRIN3	chr4	89236383	89307800	89251144	89251194	-	0.0
CYP2U1	chr4	107931549	107953461	107931584	107931634	+	0.480535524165267
CENPE	chr4	103105349	103198445	103198359	103198409	-	44.978125061869
PROM1	chr4	15963076	16084378	15985987	15986037	-	0.0
ENPEP	chr4	110365733	110565285	110513488	110513538	+	0.0
KIT	chr4	54657267	54740783	54657917	54657967	+	0.0
MGAT4D	chr4	140442262	140498377	140498280	140498330	-	0.0
ZNF827	chr4	145757627	145938823	145938421	145938471	-	43.152090070040906
PDLIM3	chr4	185500660	185535507	185535458	185535508	-	0.0
FAM184B	chr4	17629306	17781621	17781462	17781512	-	0.0
ELMOD2	chr4	140524168	140553770	140524157	140524207	+	66.8905449638051
FAM241A	chr4	112145454	112195256	112145396	112145446	+	3.07542735465771
ZNF595	chr4	53286	88208	53328	53378	+	0.0
MRFAP1	chr4	6640091	6642729	6640090	6640140	+	0.0
CFAP299	chr4	80335730	80963750	80335742	80335792	+	1.05717815316359
VEGFC	chr4	176683538	176792922	176729542	176729592	-	0.0
PRIMPOL	chr4	184649667	184694963	184649724	184649774	+	128.206877847293
CDKN2AIP	chr4	183444635	183449064	183445175	183445225	+	0.480535524165267
ALPK1	chr4	112285509	112442621	112297368	112297418	+	63.286528532565605
C4orf45	chr4	158893134	159038760	158973081	158973131	-	0.0
NEIL3	chr4	177309874	177362936	177309835	177309885	+	49.8795874083547
MED28	chr4	17614641	17634105	17614630	17614680	+	31.907558804573696
WWC2	chr4	183099257	183320777	183265868	183265918	+	0.0
ANXA3	chr4	78551747	78610451	78551746	78551796	+	22.7773838454336
RASL11B	chr4	52862317	52866835	52862289	52862339	+	0.0
MAP9	chr4	155342658	155376970	155376786	155376836	-	18.068135708614
CENPU	chr4	184694085	184734130	184702431	184702481	-	0.0
NPNT	chr4	105894775	106004027	105895440	105895490	+	0.480535524165267
WDFY3	chr4	84669597	84966690	84896910	84896941	-	0.0
PTPN13	chr4	86594315	86815171	86758668	86758718	+	0.0
ZNF732	chr4	270675	305474	305307	305321	-	0.0
GRK4	chr4	2963571	3040760	3022411	3022451	+	0.0
STK32B	chr4	5051480	5500994	5139559	5139609	+	0.0
HNRNPDL	chr4	82422565	82430462	82430358	82430408	-	7.111925757645951
LRBA	chr4	150264435	151015727	150683913	150683963	-	0.0
NDST4	chr4	114827763	115113876	115113826	115113876	-	0.0
ELF2	chr4	139028112	139177218	139084287	139084337	-	125.804200226467
SLAIN2	chr4	48341529	48426201	48377900	48377950	+	2.59489183049244
CLCN3	chr4	169612633	169723673	169620528	169620578	+	39.0194845622196
RAB28	chr4	13361354	13484365	13381544	13381594	-	0.480535524165267
SEC24B	chr4	109433772	109540896	109433812	109433862	+	46.80416005369701
SCD5	chr4	82629539	82798796	82798807	82798857	-	4.03649840298824
SLC34A2	chr4	25648011	25678748	25664893	25664943	+	0.0
GNRHR	chr4	67737118	67754388	67754285	67754335	-	0.0
EMCN	chr4	100395341	100880126	100518043	100518093	-	0.0
MCUB	chr4	109560209	109688719	109560211	109560261	+	171.262860812501
ATP8A1	chr4	42408373	42657105	42485495	42485513	-	0.480535524165267
FRG2	chr4	190028329	190031235	190027207	190027257	-	0.0
HOPX	chr4	56647988	56681899	56656254	56656304	-	0.0
ODAPH	chr4	75556048	75565871	75556064	75556114	+	0.0
SMR3A	chr4	70360760	70367158	70360760	70360810	+	0.0
STATH	chr4	69995931	70002570	69995929	69995979	+	0.0
DTHD1	chr4	36281616	36347511	36284021	36284071	+	0.0
PLA2G12A	chr4	109709989	109730070	109718711	109718761	-	0.0
BBS7	chr4	121824329	121870487	121861629	121861679	-	0.0
FBXL5	chr4	15604381	15681679	15681569	15681619	-	30.177630917578696
ZCCHC4	chr4	25312774	25370383	25333260	25333310	+	0.0
STIM2	chr4	26857601	27025381	26860793	26860843	+	13.0705662572953
UGT2A1	chr4	69588417	69653249	69653199	69653249	-	0.0
DDX60L	chr4	168356735	168537786	168480464	168480514	-	10.5717815316359
USP17L19	chr4	9253378	9254970	9253377	9253427	+	0.0
N4BP2	chr4	40056850	40158252	40056825	40056875	+	10.5717815316359
NKX3-2	chr4	13540830	13544508	13545000	13545050	-	0.0
GRSF1	chr4	70815783	70839897	70838951	70839001	-	0.0
BMPR1B	chr4	94757955	95158448	95091433	95091483	+	0.0
ARHGAP24	chr4	85475150	86002668	85475442	85475492	+	3.5559628788229705
MAB21L2	chr4	150582151	150584693	150581921	150581971	+	0.0
TRIM60	chr4	165016458	165041749	165031999	165032049	+	0.0
GPM6A	chr4	175632934	176002664	175642032	175642082	-	0.0
IRF2	chr4	184387729	184474550	184474498	184474548	-	140.89301568525602
GLRB	chr4	157076125	157172090	157076124	157076174	+	0.0
WDR19	chr4	39182504	39285810	39182503	39182553	+	14.3199586201249
NAF1	chr4	163110073	163166890	163166702	163166752	-	0.0
ANAPC10	chr4	144831908	145098541	145098166	145098216	-	67.2749733831373
SEPTIN11	chr4	76949751	77040384	76985023	76985073	+	0.0
FGF5	chr4	80266639	80336680	80266598	80266648	+	0.480535524165267
CENPC	chr4	67468762	67545503	67495158	67495201	-	0.0
FAM90A26	chr4	9170409	9176730	9170408	9170458	+	0.0
MYOZ2	chr4	119135832	119187789	119135783	119135833	+	0.0
FNIP2	chr4	158769026	158908050	158870358	158870408	+	0.0
USP17L15	chr4	9234385	9236046	9234384	9234434	+	0.0
KLHL8	chr4	87160103	87240314	87240264	87240314	-	0.0
C4orf33	chr4	129093317	129116640	129096128	129096178	+	92.4550348493973
ZFP42	chr4	187995771	188005046	187995770	187995820	+	0.0
KLB	chr4	39406930	39451533	39406852	39406902	+	0.0
KLHL5	chr4	39045039	39126857	39045059	39045096	+	0.480535524165267
THEGL	chr4	56530606	56603507	56557715	56557765	+	0.0
WFS1	chr4	6269849	6303265	6269849	6269899	+	11.773120342049
SRP72	chr4	56467617	56503681	56467616	56467666	+	309.657091772098
CLDN22	chr4	183318100	183320276	183320724	183320774	-	0.0
AADAT	chr4	170060222	170091699	170088395	170088430	-	0.0
IL15	chr4	141636583	141733987	141714656	141714706	+	0.0
NPY5R	chr4	163343892	163351934	163343938	163343988	+	0.0
MAML3	chr4	139716753	140154184	140152919	140152969	-	0.0
ZAR1	chr4	48490252	48494389	48490251	48490301	+	0.0
FAT1	chr4	186587794	186726722	186598771	186598821	-	0.0
NSUN7	chr4	40749925	40811184	40798873	40798904	+	0.0
PLK4	chr4	127880893	127899224	127880892	127880942	+	27.294417772587103
CBR4	chr4	168863770	169010275	169010030	169010080	-	0.480535524165267
