feature	fold_1_mean_abs_shap	fold_1_rank	fold_2_mean_abs_shap	fold_2_rank	fold_3_mean_abs_shap	fold_3_rank	fold_4_mean_abs_shap	fold_4_rank	fold_5_mean_abs_shap	fold_5_rank	mean_abs_shap_all	mean_rank_all
H3K4me1_tss_entropy_rank	0.0009292951334943139	80.0	0.0012510795949157358	45.0	0.0007147257274564533	65.0	0.0016178101623649053	50.0	0.0012717108515555636	59.0	0.0011569242939573946	59.8
H3K36me3_H3K4me1_interaction	0.0017761581998951101	47.0	0.0006773526042954024	73.0	0.0003884533062261539	104.0	0.0024205885594950375	36.0	0.0019160543103641616	41.0	0.0014357213960551733	60.2
H3K36me3_H3K4me1_interaction_rank	0.00135369909459584	58.0	0.000361561903154202	108.0	0.0019271701545835402	33.0	0.0015876135675068925	51.0	0.001402643006143093	54.0	0.0013265375451967138	60.8
H3K36me3_promoter_body_delta_rank	0.000692534207210739	106.0	0.0014897889687338866	36.0	0.0009550518912098798	53.0	0.0012346047303313128	67.0	0.001684280728919994	47.0	0.0012112521052811624	61.8
DNase_promoter_body_delta	0.0026303966379206873	27.0	0.0003518287757859805	111.0	0.0028334837163938543	24.0	0.0007436465553433194	115.0	0.0019959251226915075	39.0	0.0017110561616270697	63.2
H3K36me3_gene_z_std	0.0007258457463114743	102.0	0.0020344054646343644	27.0	0.0025166072687305718	28.0	0.000569206254101228	146.0	0.004933226488628258	14.0	0.0021558582444811793	63.4
H3K27ac_tss_z_std	0.0008227540920565516	92.0	0.0005782458881475042	82.0	0.0010833291255158218	47.0	0.0010629857362402903	78.0	0.002090367111771212	37.0	0.0011275363907462762	67.2
H3K27ac_tss_skewness	0.0010905256864161541	72.0	0.0009853863462529484	56.0	0.00023407941225574294	139.0	0.0031879881170993178	26.0	0.0015431118014812043	48.0	0.0014082182727010735	68.2
H3K4me3_promoter_body_delta	0.0017781018024161973	46.0	0.0013834350292189989	41.0	0.00018499800849185527	166.0	0.0015738063164828123	53.0	0.0017576325961306146	45.0	0.0013355947505480957	70.2
H3K9me3_gene_laplacian	0.002568089618106263	28.0	0.001176947240766298	47.0	0.0004219520630107573	100.0	0.0013516686745199077	59.0	0.0006500268889654753	119.0	0.0012337368970737402	70.6
H3K27ac_tss_kurtosis	0.0015421088079279324	52.0	0.000536268773639456	87.0	0.0003098460554947152	123.0	0.002137825379810237	41.0	0.001125389553529405	73.0	0.0011302877140803489	75.2
DNase_H3K36me3_interaction	0.0027521260234689925	25.0	0.0020457722381038252	26.0	0.00285243388021458	23.0	0.00022925650931897442	279.0	0.0027816535421342032	26.0	0.002132248438648115	75.8
H3K27me3_gene_z_max	0.0025001086664100895	29.0	0.0010270659936896713	54.0	0.00036819555177269495	109.0	0.0014683760410920958	55.0	0.0005701147483868089	134.0	0.0011867722002702722	76.2
H3K27ac_tss_autocorr	0.0010236352290891465	74.0	0.00023051348469697397	135.0	0.0004900088310386345	88.0	0.003209591124993852	25.0	0.0012224616269218924	63.0	0.0012352420593481	77.0
H3K4me3_tss_z_diff	0.0021745176828311705	36.0	0.0006358809868658409	77.0	0.0019869735298977368	32.0	0.003065936978588903	29.0	0.0003347266831871781	212.0	0.0016396071722741656	77.2
H3K4me3_gene_entropy	0.0006091745483983582	122.0	0.0007904220145157905	68.0	0.0005189154673294827	86.0	0.0019085979165399407	45.0	0.0011663237107564948	69.0	0.0009986867315080134	78.0
DNase_gene_autocorr	0.0012599809468223093	63.0	0.0003628564980712689	107.0	0.0006221219166614928	71.0	0.0012686964665498996	63.0	0.0007309885918297558	103.0	0.0008489288839869453	81.4
H3K4me1_tss_skewness	0.0008120167069312303	95.0	0.00021343250079226668	143.0	0.0005949705547059903	77.0	0.0017068330728501183	49.0	0.0018764367991731894	43.0	0.001040737926890559	81.4
H3K27ac_tss_z_diff	0.0011665004766309116	67.0	5.6509090276844855e-05	225.0	0.0033041763535031853	21.0	0.0035859495929038026	21.0	0.0011177352915474367	74.0	0.0018461741609724362	81.6
H3K4me3_ratio_std	0.0008663544940648125	89.0	0.00044663683567878836	94.0	0.0010959364545003274	46.0	0.000757799756568026	114.0	0.001195704510822036	67.0	0.0008724864103267982	82.0
DNase_tss_z_mean_rank	0.003551849894473399	18.0	0.0007220665108714721	72.0	0.0	285.0	0.0031603089643100716	27.0	0.0025303559174376287	28.0	0.0019929162574185144	86.0
H3K27ac_gene_z_std	0.0008140353608288725	94.0	0.0008511243779001479	63.0	0.0007162998327709045	64.0	0.0009612217552111689	85.0	0.0006003042344678054	127.0	0.00078859711223578	86.6
H3K27ac_tss_laplacian	0.0055939615288274035	12.0	0.0014115863231071073	40.0	0.0002055113084460347	149.0	0.0003630277118941643	225.0	0.0078098541776526606	7.0	0.003076788209985474	86.6
DNase_axis_sum	0.0006925769222702187	105.0	0.0003718534045828933	104.0	0.0015797648565645485	36.0	0.0007284578426571414	117.0	0.0010744643712922797	77.0	0.0008894234794734163	87.8
H3K4me3_gene_z_max_rank	0.0002975985132137539	185.0	0.0004953312530636588	89.0	0.000603172968985739	74.0	0.0013784532338065654	58.0	0.002032819226993293	38.0	0.0009614750392126021	88.8
H3K27me3_gene_laplacian_rank	0.0009141317297738367	82.0	0.0004666354717361446	92.0	0.0005882652226538994	78.0	0.0006332906497572626	132.0	0.0012187169403182993	64.0	0.0007642080028478885	89.6
H3K4me3_gene_z_diff_rank	0.002999964484925817	23.0	0.0007720701179348809	70.0	0.003915128150462899	15.0	0.0013266148907832907	61.0	0.00012762651344911248	307.0	0.0018282808315111996	95.2
tss_length	0.0009426601654077641	79.0	0.00033292933792582587	114.0	0.00024780047167465393	132.0	0.0008865083130972795	92.0	0.0012634454394135114	60.0	0.000734668745503807	95.4
H3K4me3_tss_z_min	0.0008911516262910864	84.0	7.547653594963449e-05	212.0	0.0006150542508770568	72.0	0.0014726816744948775	54.0	0.0013156011542408451	56.0	0.0008739930483707001	95.6
H3K36me3_gene_z_diff	0.0007492144642877528	99.0	0.0015350425506134653	35.0	0.001165886056815156	42.0	0.00039842934255431445	207.0	0.000820665844017297	95.0	0.0009338476516575972	95.6
DNase_tss_z_mean	0.0024832909356050964	31.0	0.0009726084607709913	58.0	0.0011125085223021246	44.0	0.0008043553017912086	105.0	0.00025647573556793115	243.0	0.0011258477912074703	96.2
DNase_ratio_std_rank	0.00028879831305552583	189.0	0.0015379258645960747	34.0	0.00043001849651279654	99.0	0.0008174865628168565	100.0	0.0012126701540268266	65.0	0.000857379878201616	97.4
H3K36me3_ratio_std_rank	0.0005454085886078057	126.0	0.0031777789841874833	17.0	0.0003833308926396424	105.0	0.00037776645497002105	217.0	0.0031530923599484176	23.0	0.001527475456070674	97.6
H3K36me3_gene_slope	0.0008045765391673685	96.0	0.00033213948137451307	115.0	0.00045041588324244453	95.0	0.0005950323218554655	142.0	0.001885044561333253	42.0	0.000813441757394609	98.0
H3K4me3_tss_slope	0.001343303433038209	59.0	0.0006427949496945198	76.0	7.678118052652478e-05	223.0	0.0011426514636171112	73.0	0.0012550741746862118	61.0	0.0008921210403125153	98.4
H3K27ac_tss_kurtosis_rank	0.0004929039304247973	135.0	0.00041112950738522486	98.0	0.0004125475478265431	101.0	0.0007996434313073447	107.0	0.0012371648543309487	62.0	0.0006706778542549717	100.6
H3K4me1_tss_z_min	0.0007615820251158993	98.0	0.00023848516408907577	132.0	0.0005657631426697291	81.0	0.001157366484289012	71.0	0.0006009229480843925	126.0	0.0006648239528496217	101.6
H3K27me3_gene_skewness	0.0010082194632279689	75.0	0.00021374750258385853	142.0	0.00044457964802717555	97.0	0.000664441661409318	128.0	0.0011354710659655157	72.0	0.0006932918682427674	102.8
H3K27me3_gene_kurtosis	0.0006256288768119495	118.0	0.0011655397952049225	49.0	0.00047238154654639155	91.0	0.0006122381555936498	135.0	0.0005380328663021846	142.0	0.0006827642480918196	107.0
H3K36me3_tss_gradient_mean	0.0010479701279529911	73.0	0.0002504307318911096	128.0	0.0005332719080013836	84.0	0.0007732347129098976	110.0	0.0005106699032249875	148.0	0.0006231154767960738	108.6
H3K27me3_gene_laplacian	0.001007469099558858	76.0	0.0008433869359381822	64.0	0.0002435683043942135	135.0	0.001087595572837602	75.0	0.0003697818624367601	199.0	0.0007103603550331231	109.8
H3K27me3_gene_gradient_mean_rank	0.0006353581864725617	115.0	0.00021381111843557542	141.0	0.00045970501356006814	93.0	0.0009475311329399465	87.0	0.0006622315325731081	115.0	0.0005837273967962519	110.2
H3K4me3_gene_slope	0.0006285809622496812	117.0	0.0003749848205313515	103.0	0.0003778450149818221	106.0	0.0005573221002647399	148.0	0.001073066457844489	78.0	0.0006023598711744168	110.4
DNase_gene_slope	0.0006676221468838011	113.0	0.0003686313600588662	105.0	0.00029367284841489593	124.0	0.000772312148002079	111.0	0.0007338901680816245	102.0	0.0005672257342882534	111.0
H3K9me3_tss_entropy	0.0004563734738547275	148.0	0.0014625231510472703	39.0	0.0010746366132519366	48.0	0.00035503465917219247	229.0	0.0007246271228375826	104.0	0.0008146390040327418	113.6
DNase_tss_z_max_rank	0.006138164072404423	10.0	0.0	279.0	0.0006321317401796741	69.0	0.003704025886689533	19.0	0.00038172748523428304	194.0	0.0021712098369015827	114.2
DNase_H3K36me3_interaction_rank	0.0029209539124599613	24.0	0.0017769313233241906	30.0	0.0	285.0	0.0006688782745429754	127.0	0.0006783230041595786	111.0	0.001209017302897341	115.4
H3K4me1_promoter_body_delta	0.0011723376168480601	66.0	9.222376067690122e-05	200.0	0.00024596431104266693	134.0	0.0008647606744268708	95.0	0.0008884703683344742	89.0	0.0006527513462657946	116.8
H3K36me3_tss_z_diff	0.00023606247123049708	219.0	0.00039158938631072936	101.0	0.000550361766075337	83.0	0.0009470524227874438	88.0	0.0008395379303262464	94.0	0.0005929207953460508	117.0
H3K9me3_tss_autocorr	0.0009959052039830473	77.0	0.00019560758358134505	149.0	0.00028841823597357204	125.0	0.0007759388288117589	109.0	0.0005821010031860964	130.0	0.000567594171107164	118.0
H3K36me3_axis_sum	0.0006811429136291432	108.0	8.794154920720144e-05	205.0	0.00048191300272148297	89.0	0.001254379966030935	64.0	0.0006171264451144087	124.0	0.0006245007753406343	118.0
H3K4me1_tss_z_max	0.0006184508840700713	120.0	0.00044120248518888356	96.0	9.44553621039459e-05	204.0	0.0009104494076253256	90.0	0.0008610600073736376	91.0	0.0005851236292723727	120.2
H3K27ac_H3K36me3_interaction	0.00025941987763269025	208.0	0.00010960668925417845	189.0	0.0007558126987953776	60.0	0.0009104016383522978	91.0	0.0012746547341530646	58.0	0.0006619791276375218	121.2
H3K27me3_axis_sum	0.00026692319375051733	204.0	0.00023227147259495575	134.0	0.0004080009179316538	102.0	0.0013515584432007702	60.0	0.0007012321645464253	107.0	0.0005919972384048645	121.4
DNase_tss_kurtosis	0.0006969959446087925	103.0	0.00015430742417344963	167.0	7.461187911947967e-05	225.0	0.001711630512002704	48.0	0.0011594760108683852	70.0	0.0007594043541545622	122.6
H3K36me3_ratio_mean	0.00045955783829422985	147.0	0.0006188866969437205	79.0	0.000681201560070835	68.0	0.000642159546565147	131.0	0.0003892920142388938	189.0	0.0005582195312225653	122.8
H3K27ac_H3K36me3_interaction_rank	0.00022924007585505072	222.0	0.002732344149981284	21.0	0.0018192503311629355	35.0	0.0003462494554093381	232.0	0.0007012405483574248	106.0	0.0011656649121532068	123.2
H3K27ac_gene_z_diff	0.0003278720822885124	176.0	0.0014707860669063602	38.0	0.0008752573562182207	55.0	0.0002586156849851557	263.0	0.0009395694819658241	85.0	0.0007744201344728147	123.4
H3K36me3_gene_gradient_mean	0.00027698893055517175	196.0	0.0004794431098937053	91.0	0.0006145378798902147	73.0	0.00037612457758897343	219.0	0.0019814961581663825	40.0	0.0007457181312188895	123.8
H3K27ac_gene_skewness	0.0011065553564262546	71.0	0.0011741387160510474	48.0	0.0003237760593953106	120.0	0.0005286932668585117	156.0	0.00029225439516244485	232.0	0.0006850835587787138	125.4
H3K4me1_tss_kurtosis	0.00037861865004580733	158.0	0.00026942646600273794	124.0	0.0005825277773743022	79.0	0.0006916158164762343	122.0	0.0005239325426157224	146.0	0.0004892242505029608	125.8
DNase_gene_entropy	0.0018564965678509369	44.0	0.0	279.0	0.00036133865489212035	112.0	0.0019357417715423432	44.0	0.00048566654744790124	157.0	0.0009278487083466604	127.2
H3K4me3_ratio_mean	0.0013013448897378577	60.0	0.00010735693336410391	190.0	0.0002691664956097376	129.0	0.0010667419388186421	77.0	0.0004162181373236018	180.0	0.0006321656789707886	127.2
H3K36me3_gene_autocorr	0.0004051416503767243	154.0	0.0005620364998311776	84.0	0.0005233284331763418	85.0	0.00029243750343095387	247.0	0.0011868289241518985	68.0	0.0005939546021934192	127.6
H3K4me3_gene_entropy_rank	0.0021511681646279503	37.0	0.0005574384269073552	85.0	0.00024767813729357813	133.0	0.0004332439711382887	193.0	0.00036727323780249443	200.0	0.0007513603875539334	129.6
DNase_tss_gradient_mean	0.0003704418981158627	162.0	0.00031181119884629414	117.0	0.0007010350275009199	66.0	0.000673976915210344	125.0	0.00040358822973740746	185.0	0.0004921706538821656	131.0
H3K27ac_axis_sum	0.00047765898395039723	138.0	0.0003585453598887416	109.0	0.002612350821186233	27.0	0.0014141182181846644	56.0	0.00010317609584330645	328.0	0.0009931698958106686	131.6
DNase_tss_skewness	0.0009701301761709142	78.0	0.00039215450200220063	100.0	0.00017158663372591912	172.0	0.0004622339791848497	183.0	0.0005458942131202554	140.0	0.0005083999008408278	134.6
H3K36me3_gene_laplacian	0.0015465634217063514	51.0	5.76488710207764e-05	224.0	0.00046304619710204345	92.0	0.0003892982152364903	212.0	0.0006206558009894316	122.0	0.0006154425012110186	140.2
H3K27ac_gene_z_max	0.000516148338369748	130.0	0.00022875448495915068	136.0	0.0003376853499882113	118.0	0.0006852453927378236	123.0	0.0003595359637963945	204.0	0.00042547390597026566	142.2
H3K4me3_tss_kurtosis	0.001220595992968039	64.0	0.00033499684026638805	113.0	7.564364238036894e-05	224.0	0.000609144447424911	136.0	0.00042841244193920667	175.0	0.0005337586729957828	142.4
H3K36me3_gene_slope_rank	0.0014475518590975154	55.0	0.0	279.0	0.00021944491283324617	145.0	0.0021003305542920147	42.0	0.0003741791491917544	197.0	0.0008283012950829061	143.6
H3K4me3_tss_autocorr_rank	0.0019087117700227032	43.0	0.00027471677129137825	123.0	6.222945701710084e-05	232.0	0.0004930943362875515	173.0	0.0005168792526078765	147.0	0.0006511263174453221	143.6
H3K9me3_tss_gradient_mean	0.0003289606272125079	175.0	0.00035496463505488713	110.0	0.00020223372654662496	151.0	0.0005069064927528165	168.0	0.0006309540703303204	120.0	0.0004048039103794314	144.8
H3K27ac_tss_gradient_mean	0.00021937426760364	231.0	0.001137996374151224	51.0	0.0005169039573172649	87.0	0.0002507863494088838	268.0	0.0008896294428076179	88.0	0.0006029380782577261	145.0
H3K27ac_H3K4me3_interaction_rank	0.00027688585029177356	197.0	0.0007729959010673727	69.0	8.9917093100394e-05	208.0	0.0010234216832466995	79.0	0.00041831481390489707	178.0	0.0005163070683222274	146.2
H3K4me3_gene_z_std	0.0003251147506348834	177.0	0.0002355963631741053	133.0	0.00020050057137452104	153.0	0.002161127482130385	39.0	0.000263894485154061	241.0	0.0006372467304935911	148.6
H3K4me3_tss_z_mean	5.59774060935586e-05	344.0	0.0016427488071823818	32.0	0.001477981487216781	38.0	0.0005863992458865781	144.0	0.0003865221441193309	191.0	0.0008299258180997259	149.8
DNase_gene_z_std	0.0006919296131136281	107.0	0.0	279.0	0.0	285.0	0.002982092430384318	31.0	0.001481232142644737	50.0	0.0010310508372285364	150.4
DNase_H3K4me3_interaction_rank	0.0014316893157417662	56.0	0.0	279.0	0.0010291335049656292	50.0	0.00017990298216357287	313.0	0.0013697334199800262	55.0	0.0008020918445701987	150.6
H3K27me3_gene_z_max_rank	0.000837628806951525	90.0	0.0	279.0	0.0011216290897501538	43.0	0.0010179092080654015	80.0	0.00020925295158264316	267.0	0.0006372840112699447	151.8
DNase_promoter_body_delta_rank	0.0017856453069806304	45.0	0.00015309180715865797	168.0	0.0001941952828598368	158.0	0.0006615517758280971	129.0	0.00021414802037669526	260.0	0.0006017264386407834	152.0
H3K27me3_axis_sum_rank	0.00025289361207355034	209.0	8.920535278109996e-05	203.0	0.0005778672914606888	80.0	0.0008854306782121662	93.0	0.00042537342290862624	176.0	0.0004461540714872263	152.2
H3K4me3_gene_laplacian	0.0005358608803360122	128.0	0.0003467474826876729	112.0	1.4169725195804513e-05	278.0	0.0009436281138521076	89.0	0.0004760665465143022	161.0	0.00046329454971717987	153.6
H3K4me1_tss_slope	0.0004599369102216199	145.0	9.712149387240994e-05	197.0	6.245471890944843e-05	230.0	0.001300507839161871	62.0	0.0005658091191859596	138.0	0.0004971660162702618	154.4
H3K27ac_tss_entropy_rank	0.0008877711561514106	85.0	0.0	279.0	0.0	285.0	0.0010123287352117806	81.0	0.001457687120680861	51.0	0.0006715574024088105	156.2
DNase_tss_entropy_rank	0.0005478988399576565	125.0	0.0009024305764815383	62.0	0.0003283661936727866	119.0	0.0004294229077587388	195.0	0.00019188274835199332	280.0	0.00048000025324454264	156.2
H3K4me3_tss_gradient_mean	0.0012818040697907813	62.0	0.0	279.0	0.0001667421438923271	175.0	0.0008067119731628603	103.0	0.0004612373588946671	165.0	0.0005432991091481272	156.8
H3K4me3_H3K27me3_interaction	0.0006806943408815277	110.0	0.00021897095681449788	139.0	6.074756906509366e-05	234.0	0.000521295752123732	159.0	0.0005029530276962913	149.0	0.00039693232931622854	158.2
promoter_variability	0.0003945441809627682	156.0	0.0008056859349390257	66.0	0.0003513275426104779	115.0	0.00042432438539295237	199.0	0.00022301004464865887	256.0	0.0004397784177107766	158.4
H3K4me1_axis_sum	0.0009235205089647349	81.0	0.000157048635961085	164.0	2.3306923831722452e-05	274.0	0.0004395994141678863	191.0	0.0009547233514928425	83.0	0.0004996397668836542	158.6
H3K36me3_tss_autocorr	0.00045961611560174566	146.0	0.0	279.0	0.0003639774570371093	110.0	0.0005071777436072549	167.0	0.0008425412902086693	93.0	0.00043466252129095587	159.0
H3K4me3_gene_z_mean	0.0011485553726363219	69.0	0.0	279.0	0.00010026611335373505	200.0	0.0009594809070964263	86.0	0.0004721066773532884	163.0	0.0005360818140879543	159.4
H3K4me3_tss_slope_rank	8.072299353374722e-05	320.0	0.0007913521701055523	67.0	0.00011277512067130796	194.0	0.000806086517013918	104.0	0.0006762469465915622	112.0	0.0004934367495832175	159.4
DNase_tss_laplacian_rank	0.0002714787844961964	202.0	0.0004464840341595226	95.0	0.0	285.0	0.0007964411732998238	108.0	0.0006595994449650628	116.0	0.0004348006873841211	161.2
H3K9me3_tss_kurtosis	0.0005449290622163949	127.0	0.0	279.0	0.0001752860359627873	171.0	0.0005174940413610822	162.0	0.0010830408689556116	76.0	0.0004641500016991752	163.0
H3K27ac_gene_autocorr_rank	0.0005896531461972947	124.0	0.0	279.0	0.000965314333693434	52.0	0.0008257294551141766	98.0	0.00021340458735998608	262.0	0.0005188203044729783	163.0
H3K36me3_gene_z_std_rank	0.0017668400129904384	48.0	7.603637907782358e-05	211.0	0.0005580276110672153	82.0	0.0001100346381085641	356.0	0.000567422238170873	137.0	0.0006156721758829828	166.8
H3K9me3_tss_autocorr_rank	0.0007717815690415498	97.0	1.8071534728571684e-05	265.0	0.00017545649003623609	170.0	0.0003985299886495267	205.0	0.0007734527906034189	98.0	0.0004274584746118606	167.0
H3K27ac_tss_z_max_rank	0.00012416037115254116	286.0	0.001047161754001909	53.0	0.002886346716918157	22.0	0.00027231839706521796	257.0	0.00031950712353344044	218.0	0.0009298988725342531	167.2
H3K4me1_tss_gradient_mean	0.0009133003477210025	83.0	8.910653758466385e-05	204.0	0.0	285.0	0.000493288510369547	172.0	0.00084972937455894	92.0	0.00046908495404683067	167.2
H3K27me3_gene_skewness_rank	0.0005078315036161174	131.0	0.00021835160644431397	140.0	8.531367576352434e-05	211.0	0.0006813262055910813	124.0	0.0002823794494220498	236.0	0.00035504048816741734	168.4
H3K4me3_tss_skewness	0.000466625344157721	144.0	6.693333092195622e-05	218.0	0.00016274529834634825	176.0	0.0005967196996470365	141.0	0.00044380054416877623	170.0	0.00034736484344836764	169.8
