feature	fold_1_mean_abs_shap	fold_1_rank	fold_2_mean_abs_shap	fold_2_rank	fold_3_mean_abs_shap	fold_3_rank	fold_4_mean_abs_shap	fold_4_rank	fold_5_mean_abs_shap	fold_5_rank	mean_abs_shap_all	mean_rank_all
H3K4me3_tss_z_std	0.002465281958651148	34.0	0.002732202464864694	22.0	0.0011656228000439786	43.0	0.0010882862393789227	44.0	0.0007467420974531907	64.0	0.001639627112078387	41.4
H3K36me3_gene_z_mean	0.0031078351300777916	23.0	0.0009200080638328325	46.0	0.0012995776883361228	41.0	0.0008842206340721749	55.0	0.0011496386870441775	43.0	0.00147225604067262	41.6
DNase_tss_autocorr_rank	0.00028319469127525645	194.0	0.011464286536058119	5.0	0.005992438567980608	9.0	0.007360693013363067	6.0	0.010427428238508046	5.0	0.00710560820943702	43.8
H3K27ac_H3K36me3_interaction	0.00130852926326786	57.0	0.0005596876283673772	66.0	0.0007359320003073907	59.0	0.001530536577306836	30.0	0.0012342137325175371	40.0	0.0010737798403534001	50.4
H3K4me3_gene_entropy	0.0011386145401579104	69.0	0.0007527150509556114	52.0	0.0007678404776610318	56.0	0.0017149885997533065	28.0	0.0006751878306209315	72.0	0.0010098692998297583	55.4
H3K27ac_H3K4me3_interaction	0.001977428629034438	43.0	0.0015931789810778151	34.0	0.0038250105945367013	15.0	0.0006353720542439962	72.0	0.0003694095396377585	114.0	0.001680079959706142	55.6
H3K27ac_ratio_std	0.0017379620835281844	49.0	0.001027581194161393	42.0	0.0005799014821305178	72.0	0.0005390144526191458	82.0	0.0014910986509196601	36.0	0.0010751115726717803	56.2
H3K4me3_gene_autocorr	0.011627803020342796	4.0	0.0002298101702035061	110.0	0.0004635458136239003	80.0	0.0011561799599853128	42.0	0.0010357082061506905	48.0	0.002902609434061241	56.8
H3K27ac_tss_skewness	0.002473165470496805	33.0	0.0005963892891849292	62.0	0.0007236510892225203	60.0	0.0006379177825221549	70.0	0.0008302014218313345	59.0	0.0010522650106515488	56.8
H3K36me3_tss_gradient_mean_rank	0.0012755357460592245	59.0	0.0008056516001641557	51.0	0.0004964379887249138	78.0	0.000722518364470482	64.0	0.0010834341301231925	45.0	0.0008767155659083937	59.4
H3K27me3_axis_sum	0.0020926791249171518	40.0	0.000910755849712396	47.0	0.0008600149217746364	53.0	0.0009278114752199381	50.0	0.00040199351743050145	108.0	0.0010386509778109246	59.6
H3K36me3_H3K4me1_interaction_rank	0.0009053562640548151	85.0	0.00045087914673138253	84.0	0.00086956454027577	51.0	0.0009857540470604375	47.0	0.0015223113630096197	35.0	0.0009467730722264049	60.4
DNase_ratio_std_rank	0.0006373151717804116	110.0	0.0008866984988427401	49.0	0.0020576822778011106	29.0	0.0005395153119907623	81.0	0.0014780441031063435	37.0	0.0011198510727042734	61.2
H3K27me3_gene_z_max	0.003722171382805867	18.0	0.0005465600266983167	69.0	0.0005095308072716531	76.0	0.00036717940001578355	103.0	0.001039144105882105	47.0	0.001236917144534745	62.6
H3K27ac_tss_kurtosis	0.0009848291389203566	76.0	0.0008578862949387976	50.0	0.0008664047806494272	52.0	0.0008978023505375836	53.0	0.0006155785866198829	83.0	0.0008445002303332097	62.8
H3K4me1_tss_entropy_rank	0.0007872051089299579	96.0	0.0007137276429220694	55.0	0.0005691025724822207	73.0	0.0014518871202741218	32.0	0.0008048888787951084	61.0	0.0008653622646806955	63.4
H3K36me3_tss_z_max_rank	0.0012218805627525267	64.0	0.0003672837906472704	94.0	0.0007020451676687418	62.0	0.0009822765969734726	48.0	0.0009893748794279345	53.0	0.000852572199493989	64.2
H3K27ac_gene_z_std	0.0009764395658376982	78.0	0.0006913286619090108	56.0	0.0006649887948873589	64.0	0.0009743481489395975	49.0	0.0006466670733981447	75.0	0.0007907544489943619	64.4
H3K27ac_axis_sum_rank	0.0009468774026805948	83.0	0.0006337969170220224	59.0	0.0009125142644148425	49.0	0.001185055281836901	41.0	0.0004688009760858986	99.0	0.0008294089684080519	66.2
H3K4me3_tss_z_min	0.0011949264697433141	66.0	0.0005205326191965338	76.0	0.001198213993401623	42.0	0.00033540850932138665	110.0	0.0011540914788920808	42.0	0.0008806346141109877	67.2
H3K36me3_ratio_std_rank	0.0002756906165762891	198.0	0.0034685807319385625	17.0	0.000994395016225243	45.0	0.0007021888762688147	66.0	0.002710343578141053	20.0	0.0016302397638299922	69.2
H3K4me3_promoter_body_delta	0.0019026321702390091	44.0	0.0019060525251971168	29.0	0.0001490581464935126	139.0	0.0014211227736441706	34.0	0.00043588144255446437	104.0	0.0011629494116256547	70.0
H3K4me3_tss_slope	0.000998950689737476	75.0	0.0004759420227563348	78.0	0.0003698019806416126	89.0	0.0007325512631394421	62.0	0.0009986382546923465	52.0	0.0007151768421934425	71.2
H3K27ac_tss_autocorr	0.0008607756738031844	91.0	0.0006256833427546102	60.0	0.0003963943378795567	86.0	0.000526426910206702	83.0	0.0010607008305528038	46.0	0.0006939962190393714	73.2
H3K4me3_ratio_std	0.0009019183656123769	86.0	0.0005343390135114087	70.0	0.0005970064050675932	68.0	0.0004045133742640676	97.0	0.000960340743940012	55.0	0.0006796235804790917	75.2
H3K4me1_tss_z_min	0.0009491945555910038	82.0	0.0005545000482708119	67.0	0.00036878864327508705	90.0	0.0007047172686465885	65.0	0.0006046745465205942	84.0	0.0006363750124608171	77.6
H3K27ac_H3K4me3_interaction_rank	0.0005918131859063669	118.0	0.0006817699821907434	58.0	0.0014443548077911327	38.0	0.003995343847914742	14.0	0.00016197474751133859	162.0	0.0013750513142628648	78.0
tss_length	0.0009610006997750567	81.0	0.00046585573699208513	82.0	0.0003291084692393297	98.0	0.0006102494846854237	73.0	0.000775756251679541	62.0	0.0006283941284742873	79.2
H3K36me3_ratio_mean	0.00040503740328536833	159.0	0.0005264942744756104	73.0	0.0014534049981052486	37.0	0.0011322119747920903	43.0	0.0005636384226198682	92.0	0.0008161574146556371	80.8
H3K27ac_tss_kurtosis_rank	0.0012990105534543565	58.0	0.0004910320247341421	77.0	0.0004282807115301242	83.0	0.00030280922209046084	116.0	0.0006728926853483854	73.0	0.0006388050394314939	81.4
DNase_tss_kurtosis	0.0012423328225858702	62.0	0.0001420953544838738	134.0	0.00035858509331329575	91.0	0.0005172791700488296	86.0	0.001215716982725331	41.0	0.0006952018846314399	82.8
H3K36me3_gene_slope	0.0015274318527504782	53.0	0.0	228.0	0.0007954968626453397	55.0	0.0009202035990031581	51.0	0.0016836786229065628	32.0	0.0009853621874611079	83.8
DNase_gene_slope	0.000632093638861515	111.0	0.0005918600681251448	63.0	0.00039249317490455086	87.0	0.0004849444216315246	89.0	0.0006278426035812225	79.0	0.0005458467814207916	85.8
DNase_gene_z_max	0.0010548980405443845	74.0	0.00043110576336399326	85.0	0.0002800627648407158	104.0	0.0007979090253350925	59.0	0.00040305117259032634	107.0	0.0005934053533349024	85.8
H3K4me1_tss_kurtosis	0.0009739490482671254	79.0	0.0006084286312652106	61.0	0.0019535479011161603	30.0	0.0005519490324765638	80.0	9.039885768580553e-05	192.0	0.0008356546941621732	88.4
H3K36me3_axis_sum	0.000813633497262009	94.0	0.00038762345855601155	90.0	0.0006177669433213593	67.0	0.0008419661886226962	58.0	0.000252481262298009	134.0	0.0005826942700120171	88.6
H3K4me3_tss_kurtosis	0.001223915221070969	63.0	0.0002569424879352321	104.0	0.00040275916410060077	85.0	0.0002881376678489994	119.0	0.0006312668645138208	77.0	0.0005606042810939245	89.6
H3K27me3_gene_kurtosis_rank	0.0007971156484059057	95.0	0.0024266802945069727	24.0	0.0002140122642937254	121.0	0.00025573648301373936	129.0	0.000596959530270804	87.0	0.0008581008440982296	91.2
H3K4me3_ratio_mean	0.0008672096100318982	88.0	8.045721476974533e-05	168.0	0.0005967050431183942	69.0	0.0008911430124368003	54.0	0.0006312187918057595	78.0	0.0006133467344325195	91.4
H3K4me3_gene_slope	0.0006946455397893548	104.0	0.00037293701361561585	93.0	0.00013432475464153306	146.0	0.0006842647424998745	68.0	0.0010111031088450271	51.0	0.000579455031878281	92.4
H3K36me3_promoter_body_delta_rank	0.0006938901023755708	105.0	0.0013769471239448118	36.0	0.0002349848415357761	117.0	0.00010164159754163921	186.0	0.0026720691533173497	21.0	0.0010159065637430295	93.0
H3K4me1_tss_skewness	0.0018805116527055383	45.0	5.9796274800567956e-05	186.0	0.000167434203135282	132.0	0.0010688878622084601	45.0	0.0007421422153337873	65.0	0.0007837544416367272	94.6
H3K9me3_tss_entropy	0.001791822430476074	48.0	0.00018215272763996254	123.0	0.0001969010531178484	125.0	0.0008754380853575355	56.0	0.00028037017578511937	126.0	0.0006653368944753079	95.6
DNase_gene_entropy	0.0019945930880272415	41.0	0.00043044602647293687	86.0	9.638233907785435e-05	164.0	0.00031544466738121947	115.0	0.0006390046000427243	76.0	0.0006951741442003952	96.4
H3K9me3_gene_z_max	0.0006890336096280543	107.0	0.00035382849162284637	95.0	0.0005356705477300025	75.0	0.00018842211866306366	146.0	0.0007508341290642529	63.0	0.0005035577793416439	97.2
H3K4me3_H3K27me3_interaction_rank	0.001254690832004939	61.0	7.802774795010878e-05	169.0	0.0004621919294195667	81.0	0.0004137687949922477	95.0	0.0005985269708150136	86.0	0.0005614412550363752	98.4
H3K27me3_ratio_std	0.00048767416629434614	136.0	0.0005233276843695619	75.0	0.000379433381753296	88.0	0.0003867941384841489	99.0	0.0005336342449637676	96.0	0.0004621727231730241	98.8
DNase_H3K36me3_interaction_rank	0.0025904210986638218	31.0	0.0005269667432374607	72.0	0.0	227.0	0.00040364510799872753	98.0	0.0007086780345740368	68.0	0.0008459421968948094	99.2
H3K9me3_gene_gradient_mean_rank	0.000344072363469882	172.0	0.00042586841987614696	87.0	0.0009618434179556809	47.0	0.00016694102453602888	156.0	0.0013094143797370609	38.0	0.0006416279211149599	100.0
H3K27ac_H3K36me3_interaction_rank	0.0004555142165249099	145.0	0.002418634615386358	25.0	0.0021022130268259064	28.0	1.564880059194179e-05	259.0	0.0010999636387255855	44.0	0.0012183948596109402	100.2
H3K27me3_gene_z_std_rank	0.00108646979038701	71.0	0.0005334059042485748	71.0	0.0	227.0	0.0005226863890006401	84.0	0.001011506843888907	50.0	0.0006308137855050265	100.6
H3K4me3_gene_entropy_rank	0.0021602490618249015	39.0	0.0005475567601988456	68.0	7.136955236819676e-05	176.0	0.0001669464506147951	155.0	0.0007268117150029541	67.0	0.0007345867080019386	101.0
H3K4me3_gene_z_std	0.0003581493500841364	167.0	0.00056151780861237	65.0	0.0002875286454375366	102.0	0.0015533059744156888	29.0	0.0002059615638526775	143.0	0.0005932926684804818	101.2
H3K27ac_tss_slope	0.0004848971988436601	138.0	0.00022047981312204681	113.0	0.000833337367642038	54.0	0.00037392762870368403	101.0	0.0004368293005087151	103.0	0.0004698942617640288	101.8
H3K36me3_tss_autocorr	0.0006269070823559511	113.0	0.00025041531633954937	107.0	0.0004908624603532227	79.0	0.00023882410437797783	133.0	0.0006236409385170016	80.0	0.0004461299803887405	102.4
H3K27me3_gene_z_max_rank	0.0015083338881883477	54.0	0.00019451269455620805	120.0	0.0009433493349492799	48.0	0.00125930703279823	39.0	0.0	256.0	0.000781100590098413	103.4
H3K27ac_gene_skewness	0.0015643578315406282	52.0	0.00037614776577184883	92.0	3.4175720386533674e-05	208.0	0.0007461044955774022	61.0	0.000395410922665741	110.0	0.0006232393471884307	104.6
H3K27me3_gene_skewness	0.0006664052343059787	108.0	0.00014180236334271237	135.0	0.0005482020571639912	74.0	0.0003276435628733878	112.0	0.0005484267823707982	95.0	0.0004464960000113736	104.8
H3K27ac_gene_slope	0.0006317291171553789	112.0	0.0002833668303634735	99.0	0.0002452337866870131	112.0	0.00024367662110817448	132.0	0.0006019935897362413	85.0	0.00040119998901005623	108.0
DNase_H3K27ac_interaction	0.0007343988826606873	98.0	0.00019392165267224915	121.0	0.0007376031663380251	58.0	0.0004389284466283854	93.0	0.00011084262003151485	178.0	0.0004431389536661723	109.6
DNase_gene_autocorr	0.002761199636628078	30.0	0.00011084859226433082	149.0	0.00034446423717434223	97.0	0.0002620461449520865	126.0	0.00019494688567020247	147.0	0.0007347010993378081	109.8
H3K4me3_tss_slope_rank	0.00035788691203962944	168.0	0.0005907921023481382	64.0	0.00017872634378416637	129.0	0.0005601037936667324	79.0	0.00039453627284476454	111.0	0.00041640908493668623	110.2
DNase_gene_z_std	0.000649545243339369	109.0	8.21560713315128e-05	166.0	0.0003274929301823605	99.0	0.0014126938747848572	35.0	0.00020992551697288534	142.0	0.0005363627273221969	110.2
H3K36me3_gene_z_mean_rank	0.0005531453591802351	124.0	0.0004691234691001436	80.0	0.0004037936030311011	84.0	0.00012510002505548804	176.0	0.0004442786710205985	102.0	0.00039908822547751326	113.2
H3K36me3_gene_slope_rank	0.001611388307869166	51.0	0.0	228.0	0.00020904605962594798	122.0	0.0007016249929939273	67.0	0.0004493307998005158	100.0	0.0005942780320579114	113.6
H3K4me1_tss_z_std	0.0012043475604339318	65.0	0.00013931470655445592	137.0	0.00019868914032912193	124.0	0.00014810061516439823	163.0	0.000581320088503584	88.0	0.00045435442219709843	115.4
DNase_tss_skewness	0.00047103898378071386	142.0	0.00040163544156691835	89.0	0.00019117401608051773	126.0	0.00020315351307301707	142.0	0.0006232332139577313	81.0	0.0003780470336917796	116.0
H3K9me3_tss_gradient_mean	0.00016231032809387337	238.0	0.00011179238199836743	148.0	0.0004364209607346673	82.0	0.0006455894075213848	69.0	0.0010310870117793062	49.0	0.00047744001802551986	117.2
H3K9me3_tss_autocorr	0.0017075698536911901	50.0	0.0002832821224842925	100.0	0.00030171823617176804	100.0	9.909780199680063e-05	188.0	0.00018004872652731396	152.0	0.0005143433481742731	118.0
H3K36me3_tss_z_mean	0.0003718146280526038	164.0	0.00020103876346684805	118.0	0.0006315497292490927	66.0	0.00021107260067282948	140.0	0.00042420518601710426	105.0	0.00036793618149169566	118.6
DNase_tss_skewness_rank	0.0022005881512099563	37.0	0.0002397431003647486	109.0	0.0	227.0	0.0005903302813192768	74.0	0.00017724391016411364	154.0	0.0006415810886116191	120.2
promoter_variability	0.0002894893656167718	191.0	0.0003837733378921709	91.0	0.0002854429358826325	103.0	0.0005226842747846693	85.0	0.0002377279677324985	137.0	0.00034382357638174864	121.4
H3K27ac_tss_z_mean	0.0004008334432460509	160.0	0.0	228.0	0.0009772032183871405	46.0	0.0006359355924242258	71.0	0.0003321129605860782	117.0	0.000469217042928699	124.4
H3K9me3_tss_kurtosis	0.0009246584011147663	84.0	9.111562989589122e-05	158.0	0.0003467778608783798	96.0	9.134533502207562e-05	192.0	0.0005497280366388483	94.0	0.00040072505270999224	124.8
H3K36me3_tss_z_std	0.0004448601880868036	148.0	0.0009487482520086312	44.0	0.00013658646881257896	143.0	9.541530925765598e-05	191.0	0.00044891937464703365	101.0	0.00041490591856254067	125.4
H3K4me1_tss_slope	0.0008262336937804504	93.0	0.00011016022357261291	150.0	9.389500238464514e-05	165.0	0.00036468381101471245	105.0	0.00030035410078431223	123.0	0.0003390653663073466	127.2
H3K27me3_axis_sum_rank	0.0004876840760923838	135.0	0.0	228.0	0.000586393771243419	71.0	0.00018498723236401153	148.0	0.0007366845302309419	66.0	0.00039914992198615117	129.6
H3K27me3_gene_kurtosis	0.00017105265686083568	234.0	0.00020040771697557992	119.0	0.000189448621960572	127.0	0.0005706386540177982	77.0	0.0005704396951061244	91.0	0.00034039746898418204	129.6
H3K27me3_gene_autocorr	0.0010710521865037444	73.0	0.00026512074891612327	103.0	0.00024228866490792734	116.0	0.00015946877351541346	160.0	7.615724352947448e-05	205.0	0.0003628175234745366	131.4
H3K27ac_gene_z_mean	0.00012044950083627748	250.0	0.00046057133862650927	83.0	0.0005025677629628973	77.0	8.163282369459782e-05	199.0	0.0008146163477455842	60.0	0.00039596755477317315	133.8
H3K36me3_gene_autocorr	0.0003434951843496405	173.0	0.00026964730285903877	102.0	0.0008702639411848251	50.0	0.000133111828239915	173.0	0.00010422210027012092	181.0	0.00034414807138070805	135.8
H3K9me3_tss_entropy_rank	0.0013102910121858217	56.0	6.115084927997495e-05	184.0	0.00011171274659134858	157.0	0.0002802158759104721	124.0	0.00016410918383110893	161.0	0.00038549593355974526	136.4
H3K27ac_gene_entropy	0.0007457366712593122	97.0	7.009460931473214e-05	177.0	2.9609043149384253e-05	211.0	0.0003192505065493369	113.0	0.0005799073055650008	89.0	0.0003489196271675533	137.4
H3K9me3_gene_z_std	0.00040676313722127285	158.0	0.00016194346505012791	129.0	5.549730589382333e-05	194.0	0.0004616794078343077	91.0	0.0003507601768335406	116.0	0.0002873286985666145	137.6
H3K27ac_H3K9me3_interaction	0.0007197216675882625	100.0	6.772734269637678e-05	180.0	0.00014957110974869614	138.0	0.00017313387765040757	151.0	0.0002865578600078485	124.0	0.00027934237153831836	138.6
H3K4me3_tss_skewness	0.0006035949408092444	114.0	0.00014568997060369147	131.0	3.302024005971419e-05	209.0	0.00013361064905427817	172.0	0.0007020817149363056	69.0	0.00032359950309264674	139.0
H3K27ac_H3K4me1_interaction_rank	0.0002025531584639526	214.0	0.00018220696279006411	122.0	0.0003569441564847084	92.0	0.00020943097241848537	141.0	0.0002775926741783326	128.0	0.00024574558486710864	139.4
H3K4me3_tss_z_mean_rank	0.0003176128431519375	181.0	0.0004681446270600258	81.0	2.4714229588959024e-05	214.0	0.0008507749028455966	57.0	0.00011502130520432852	175.0	0.0003552535815701695	141.6
H3K27ac_H3K4me1_interaction	0.00041473018729051267	156.0	6.99524034419993e-05	178.0	0.00011252336359587316	155.0	0.00046199955326704003	90.0	0.0002645859988687974	131.0	0.00026475830129284454	142.0
H3K4me1_H3K9me3_interaction	0.0005554255137871928	123.0	0.0	228.0	0.0002061060233356926	123.0	0.0003169625832413687	114.0	0.0002701632424541203	129.0	0.0002697314725636749	143.4
balance_H3K27	0.000399694114091178	161.0	0.00041179529815138895	88.0	0.0002785228981102141	105.0	0.0002592619356616812	127.0	3.244304256350956e-05	238.0	0.00027634345771559434	143.8
DNase_tss_entropy_rank	0.00018837160339740008	222.0	0.0008914237300074638	48.0	2.2485180261523054e-05	216.0	0.00023082042704432632	137.0	0.0004708639478889558	98.0	0.0003607929777199338	144.2
H3K4me1_axis_sum	0.001080852301146742	72.0	4.758015976697179e-05	197.0	0.0001657777611377626	133.0	0.0	265.0	0.0009890496343240359	54.0	0.0004566519712751025	144.2
H3K27ac_gene_kurtosis	0.0012668622823351504	60.0	8.745976534171206e-05	163.0	5.834050650021583e-05	190.0	0.00016946102371381326	153.0	0.00017196095488147687	158.0	0.0003508169065544737	144.8
H3K4me1_gene_z_max	0.0009792642677223006	77.0	0.00014725166923826167	130.0	0.00024374603955936092	113.0	1.6406298908436605e-05	258.0	0.00018209801826316255	151.0	0.0003137532587383045	145.8
H3K27me3_gene_skewness_rank	0.0008967278466452675	87.0	0.00033276173980032386	96.0	0.0	227.0	0.0001274267273302943	175.0	0.00019835010547265464	146.0	0.00031105328384970805	146.2
H3K4me1_gene_autocorr	0.0005468823934429215	125.0	0.00012594124340563041	142.0	0.0	227.0	0.00026511054594564827	125.0	0.0003925413715850994	112.0	0.0002660951108758599	146.2
H3K27me3_ratio_mean	0.0005891020064264783	119.0	1.3081919987996842e-05	226.0	0.00016912260200332123	131.0	0.00035387855961654426	107.0	0.00017242768300066046	157.0	0.0002595225542070002	148.0
H3K27ac_tss_z_min	0.002939736993078262	27.0	1.562887011100454e-05	222.0	7.760476416981916e-05	174.0	0.0001651646924749064	158.0	0.00012163038998391217	172.0	0.0006639531419635809	150.6
H3K27me3_tss_slope	0.0003038176800719902	186.0	0.00016565055867950935	127.0	0.00014679176930778887	141.0	0.00013373991789364799	171.0	0.0002681616909877804	130.0	0.0002036323233881434	151.0
H3K4me3_ratio_std_rank	0.0003199925498867676	179.0	0.0	228.0	0.00021780283662278682	120.0	0.0005020615247469251	88.0	0.00018824276631272907	149.0	0.0002456199355138417	152.8
H3K9me3_gene_z_std_rank	0.00019164373775831057	220.0	7.259901058991932e-05	174.0	0.0	227.0	0.0014993383784710212	31.0	0.00039176895987955775	113.0	0.0004310700173397617	153.0
H3K27ac_promoter_body_delta	0.0007084137800022934	102.0	0.00013167939805552468	139.0	0.0001549082412692602	135.0	0.00023444773872513088	134.0	5.440321109086437e-06	255.0	0.0002469778958322591	153.0
H3K4me3_gene_kurtosis	0.0008670522778911003	89.0	3.752642826876987e-05	204.0	8.396732631351354e-05	171.0	5.1310705682050475e-05	219.0	0.000619305197486155	82.0	0.0003318323871283178	153.0
DNase_gene_kurtosis	0.0005183321311937707	129.0	7.157010614270562e-05	175.0	0.0002967224918567962	101.0	1.110582746225963e-05	261.0	0.0004206639550252957	106.0	0.0002636789023361656	154.4
H3K27me3_gene_autocorr_rank	0.0005165418544485843	130.0	0.0001790297393183454	124.0	0.0	227.0	0.00022261404060485045	138.0	0.00017684502864985066	155.0	0.00021900613260432614	154.8
H3K27ac_ratio_std_rank	0.0001167865640212245	252.0	0.0007432236827141438	54.0	0.0	227.0	0.000433054040158741	94.0	0.00017837363548280942	153.0	0.00029428758447538374	156.0
